# Polynomial: y = 5.7441x^0 + 5.2098x^1 + 0.3405x^2 + 2.3414x^3 + 0.2854x^4 + 10.0000x^5 + 1.8748x^6 + 10.0000x^7 + 5.7142x^8 + 9.8786x^9 + 0.3799x^10
x_base,nonce,f(x_base+nonce)
2.47030069,1.2341,1792886.59883
2.45371051,1.9706,8710480.83098
2.45442018,2.9498,52510654.36759
2.46917456,2.4331,21840490.56794
2.43839625,1.4941,3046670.84838
2.43741537,0.7424,466398.98772
2.49916090,0.4677,254238.33593
2.51464836,4.6936,715082264.95468
2.46319988,0.9595,891162.09699
2.45633698,1.5316,3450511.78280
2.47320206,1.5123,3431818.58303
2.47240509,2.0863,11384279.99052
2.47683690,0.6561,409435.81756
2.47119078,3.7659,191910629.81238
2.50759910,3.9784,273707139.65292
2.45802181,3.2919,91909594.84547
2.47160034,4.6091,607748430.34507
2.45513688,2.6468,31268049.78461
2.48274951,1.5812,4081815.17604
2.46379189,3.3745,105499368.96548
2.43702213,0.1292,72184.86804
2.43928826,4.7003,655368493.46026
2.46088349,2.5185,25127835.98100
2.47933090,3.1882,80671662.87078
2.46474618,0.2224,107460.91770
2.45687724,1.5305,3446206.55191
2.48186890,0.8481,699628.54529
2.45098434,2.4396,21377193.69800
2.47166299,0.8002,599257.65623
2.47772852,2.9724,56673353.46510
2.46009587,0.7618,523458.01629
2.50527841,4.3551,455796802.59479
2.43997996,1.3287,2088203.04961
2.49975410,3.4124,118206489.19979
2.44546845,1.9172,7683963.83814
2.48701897,1.0047,1062809.48696
2.46473072,0.4322,206480.83415
2.45277928,2.3843,19366813.67472
2.46761524,2.0114,9722274.39051
2.47337886,2.7341,37595095.10944
2.47149968,1.0715,1208869.54404
2.46683249,3.7583,188600544.11264
2.45891350,0.2621,119779.04268
2.49289807,1.4824,3354461.36808
2.47509824,1.2321,1804917.37657
2.45425295,3.0048,57515967.59246
2.47351052,4.0713,297086678.75695
2.51569855,0.1783,109857.55288
2.44020779,4.7354,686114004.51049
2.50593059,2.6583,34876001.33066
2.49090673,1.1299,1464854.66789
2.47629794,4.0853,304079810.42027
2.42005906,4.6476,597630673.98669
2.44453196,2.2739,15498928.07803
2.46198494,1.9968,9336488.49717
2.47260963,1.6750,4894203.44205
2.44584454,0.5757,298223.08639
2.49493541,4.0477,296191194.69658
2.45291278,3.2731,88512648.88703
2.48797093,2.3072,17911994.40848
2.47204632,4.4452,491348954.73530
2.44153188,1.5004,3112265.38710
2.44868705,1.3217,2096605.76757
2.47960362,2.6687,33919814.05154
2.50839769,4.9646,993553536.04007
2.43500972,3.6658,157089768.66029
2.47696906,0.3110,147911.55908
2.45270336,4.9383,898429611.66971
2.46166077,1.2146,1675797.06320
2.46786395,0.4639,229159.81620
2.50404935,2.0299,10842701.13560
2.47496805,2.1772,13653574.98879
2.47463677,2.2997,17225756.24278
2.47405188,3.4019,111816953.99901
2.44690883,1.7436,5364382.12856
2.47631054,3.7028,176332334.25893
2.48586759,3.5127,134796117.45022
2.48748111,3.9071,240619288.27449
2.49581985,4.6945,699038351.51133
2.45841255,4.4436,481590134.14136
2.50259084,3.8993,243126837.91818
2.49323764,2.9017,51702970.40183
2.46381249,1.6429,4480611.34411
2.48446732,4.7290,719814074.10914
2.51163922,1.8566,7772071.17664
2.42606764,3.9622,238472129.48933
2.44733962,0.8792,693312.32372
2.46688942,4.8583,828059523.69228
2.49227287,4.8938,892978372.64047
2.47894209,0.2148,109767.00092
2.44768165,0.5555,282748.53722
2.46451447,2.6867,34092799.58244
2.43857198,0.7771,514643.90762
2.48604418,4.6796,677482865.76353
2.47978144,0.3831,186274.19701
2.45986772,3.9797,256425867.06650
2.45040700,2.4774,22883699.24487
2.46608905,1.3328,2241435.20898
2.47962437,1.5959,4186499.93220
2.42616276,0.5699,276945.25153
2.47806375,1.3432,2361323.31170
2.50492277,0.0299,64918.89032
2.46982669,4.3243,417291293.55716
2.46489546,1.7652,5833628.11404
2.44643235,2.1164,11476884.76851
2.48604031,2.4897,24963097.34044
2.42037021,3.4739,115010402.96369
2.42022036,2.0461,9478558.13806
2.51353207,4.7586,774961929.32622
2.45759909,2.9262,50748456.29130
2.44477169,2.1702,12706109.12314
2.48381228,4.1161,320594480.46277
2.45896825,0.3817,174064.07115
2.44396948,2.7555,37077686.56611
2.51342115,4.9920,1033586731.42098
2.41966660,3.4610,112631209.07046
2.48707017,3.7159,182600588.93919
2.44621475,0.7912,546025.98350
2.45256298,2.7820,39392873.84073
2.47430382,4.6098,610414005.88455
2.47789447,0.8975,788287.64711
2.46257062,2.4898,23929107.94615
2.46541337,1.5723,3853140.36411
2.45087901,2.2997,16471960.25932
2.45160582,2.7899,39865916.87132
2.42344936,4.7290,666202068.28307
2.45668909,0.2377,109995.57477
2.49199594,1.6811,5168879.89479
2.45017508,1.0577,1107024.48896
2.46315954,2.5898,28669596.00453
2.42373569,0.9164,718657.62488
2.49596159,1.3795,2675806.77270
2.47451631,4.0884,304635184.09881
2.44939492,4.0074,262720378.49075
2.48825349,4.6122,623365191.22654
2.45106062,3.8749,218182410.88526
2.49925219,1.4452,3129998.21472
2.46612225,0.8600,692547.07994
2.50843260,1.8861,8200232.17835
2.45962436,0.2799,127032.59523
2.48084770,3.1253,73114904.16150
2.48684924,3.1636,78501712.60506
2.51476427,2.7919,44559036.08809
2.46242072,3.8085,201557888.47486
2.44527533,1.8444,6609134.48526
2.45900022,3.2796,90286793.97090
2.45978841,3.5090,128858145.44387
2.49592574,1.9668,9410547.57491
2.43458142,1.7432,5220849.65983
2.45471465,4.1339,315643465.75285
2.43244382,1.2391,1656853.24559
2.45618570,2.7462,37265334.04990
2.46282896,4.0679,291331967.36039
2.44409558,0.8315,605295.21127
2.48723941,2.4079,21556661.73131
2.49464910,0.4630,247429.20125
2.48825758,3.2694,93033353.49718
2.50653061,3.8825,238730696.30592
2.45421483,4.8163,773392412.29406
2.45113759,1.4111,2595807.98035
2.44853095,4.5989,582234913.16405
2.46544604,0.2896,133415.09969
2.45226263,1.0373,1057029.14705
2.49861155,0.1560,96708.06766
2.49147602,1.0789,1293968.79541
2.49293531,3.4272,119658273.57747
2.45050021,2.6239,29782365.33795
2.47900319,1.5577,3844569.17460
2.44158155,3.8274,200993406.76560
2.46991372,2.8878,48574411.84432
2.43391433,2.1065,10981866.75792
2.50760356,1.6906,5452859.04811
2.45220517,2.2435,14842356.65556
2.43301572,1.3506,2162751.53219
2.48239909,4.2515,384838483.41651
2.46401979,2.4421,21994830.15504
2.46483971,2.7174,35986143.82788
2.47194182,0.5191,272916.49566
2.49614204,1.2865,2157820.15261
2.45127563,0.1735,87704.61563
2.45077136,4.3000,393694198.24381
2.50208888,1.7089,5602755.35154
2.48204983,2.8601,47317267.51912
2.45466047,1.0176,1011656.03611
2.46341918,4.9779,955784925.23592
2.46095641,1.4777,3089353.42345
2.46144166,3.0064,58356689.34136
2.51623861,0.1786,110154.63303
2.48007786,1.1446,1478769.48918
2.44045933,1.2972,1940661.57922
2.45526984,2.2319,14602266.43824
2.46814047,3.4711,123198435.27043
2.48191186,3.0429,64077920.06967
2.47167955,0.5453,294307.03645
2.46903794,3.6792,168507347.52316
2.49373735,1.6530,4885037.85139
2.43728865,4.4266,457922782.40382
2.44197729,3.8776,216193515.83016
2.48216660,2.3265,18369449.17849
2.47874231,1.8673,7426285.43811
2.44966554,3.4122,109415416.90366
2.44423146,1.9763,8644192.90375
2.44503575,4.3773,433315716.71581
2.49955659,2.6133,31875298.28953
2.45464180,4.2728,381496658.27775
2.44735101,2.7069,34274094.17280
2.45051852,3.2215,81250560.15103
2.47250587,3.1471,74715289.65712
2.46102252,1.5095,3318795.71746
2.48672198,3.8091,208933487.60102
2.46723471,3.2737,90619301.16119
2.45808604,4.4071,458710788.45301
2.46271845,2.0158,9712632.77742
2.47424215,3.1849,79599400.08654
2.49786564,4.6089,628430638.93214
2.49869654,1.4094,2882738.24269
2.43110656,4.3975,436951764.04962
2.45666101,0.8067,585705.97036
2.48566169,3.6288,160303175.79917
2.44562466,1.6875,4743974.00508
2.44200629,4.2497,363467136.38884
2.46842845,0.5912,332753.28930
2.44967723,3.0325,59751602.31112
2.43887633,1.3572,2226755.62965
2.46284777,0.5491,290043.88000
2.46917760,1.8088,6449985.52457
2.45807904,4.8635,824345906.78552
2.46138923,3.0229,59959607.31863
2.46349646,4.0063,267561971.49102
2.44036222,0.3434,145983.94191
2.46436466,3.8642,218998453.27361
2.48771089,2.9840,58730285.47601
2.47403428,0.8202,636265.08331
2.46884334,1.8447,6944787.36355
2.48485813,1.7732,6186842.73639
2.50101104,1.5022,3569862.31444
2.48506662,4.5446,569007809.72723
2.45265189,0.7397,482786.15263
2.46530487,2.7926,41003460.85596
2.46066334,2.5020,24379696.07301
2.48101189,4.7068,696819872.05342
2.50985738,4.4074,491356103.56232
2.46402592,4.6217,611688094.01324
2.49629065,2.4288,22770637.12237
2.42069319,0.9204,720473.38177
2.49439005,3.7667,198710780.18597
2.46268601,4.0359,278567706.43614
2.42627134,1.9284,7559041.26815
2.44899528,1.7350,5290491.59921
2.45020331,4.5213,527558701.73783
2.46316214,2.3597,18861863.78084
2.48311748,4.6490,649148036.34103
2.44795245,0.4444,203654.48584
2.45352018,1.1384,1364660.54998
2.49506371,2.5993,30852994.95417
2.45832571,4.7838,746299859.70179
2.41980127,2.6243,28220803.43285
2.44273388,4.8053,751867221.23969
2.46099221,3.8983,228835833.41285
2.45823771,0.7895,561515.59435
2.46028797,1.2151,1672277.27452
2.48987727,0.5666,329766.27300
2.47504047,4.9728,963453264.09552
2.47380704,1.0655,1197782.43974
2.46403375,1.7571,5724302.63238
2.48061455,4.6948,685945676.85004
2.46041804,1.1524,1436508.46927
2.49333474,3.3011,98545638.47081
2.43312787,0.2774,115836.73066
2.46688052,2.3845,19886900.73638
2.50490147,0.2077,116607.00839
2.45658833,1.3388,2223178.06032
2.48613994,0.7249,508170.49278
2.47600752,2.8838,48745792.14305
2.46222650,1.3897,2534920.89845
2.47301050,2.6302,31338339.64480
2.46985418,3.0757,66282225.63939
2.42040173,1.9846,8376493.29594
2.45086753,1.5067,3223742.75222
2.47223780,4.7020,684921429.18177
2.48802391,0.9974,1046013.43633
2.49351549,2.9031,51848134.79629
2.47345645,1.1580,1503419.92779
2.51733218,2.2941,18464470.76054
2.51335987,1.7717,6545926.41344
2.44565352,4.4925,505029932.21156
2.44515044,1.5757,3712274.14839
2.46191649,1.9065,7774889.63645
2.43490203,1.5193,3199450.98022
2.43157261,0.6583,362676.28132
2.44681842,1.7175,5072764.93864
2.47291065,0.3331,156439.21169
2.44679678,0.5167,251732.48303
2.47947810,3.5207,135124111.93332
2.44302100,1.8927,7270232.58347
2.50197049,2.8602,48939853.10011
2.48662599,0.5835,342879.26748
2.48794230,2.4036,21414825.71985
2.48336637,2.7482,39190257.12484
2.46380787,0.5233,269796.63249
2.44451256,3.7327,175842066.03923
2.45118932,0.1634,84807.17907
2.44601217,0.1574,81726.74795
2.49870621,0.8181,675661.50244
2.48428215,1.9127,8241173.80747
2.43873424,0.6564,368120.86677
2.48757298,2.2637,16493553.94585
2.43275959,3.0494,59749867.71508
2.47150073,4.9910,980893344.05170
2.48906812,3.3759,109940371.65642
2.47505533,4.1654,338938507.83409
2.42558175,2.9206,47640116.38372
2.43704681,3.3744,101192777.77108
2.51231538,3.4953,136648049.91259
2.46577770,1.3605,2388962.13269
2.46663019,4.3405,424611023.89180
2.49036665,4.1178,324255596.17929
2.45860169,4.0331,275899781.89604
2.46085119,3.4211,112853980.54623
2.48330515,4.9872,990534175.28247
2.41906099,3.4389,108757953.11508
2.49875682,2.6131,31819265.89313
2.46905477,4.8574,829364590.93123
2.45930210,4.1126,308444729.80408
2.47315768,1.4788,3183342.55823
2.45634599,0.9290,809001.37376
2.43058654,3.3250,92731300.87954
2.49415303,2.1719,14023114.70112
2.47393791,1.5415,3668045.73207
2.47606023,4.3228,419942663.31298
2.41977015,2.4432,20317491.01429
2.46260947,2.8624,45966492.76135
2.47238496,4.4380,486931871.25764
2.42875323,0.0524,54002.46206
2.46285597,1.1947,1601796.24478
2.48146233,0.3043,146897.59225
2.50223007,4.9198,933421373.72427
2.49410696,0.7292,525475.03013
2.44844270,0.5367,268250.10935
2.49392251,3.9364,253103717.39962
2.49625338,3.0510,66465768.52449
2.47896796,0.0957,74259.60357
2.46962611,0.5101,264028.38561
2.45537463,2.1593,12698785.07501
2.42713086,1.3920,2349652.87588
2.44610938,3.2376,82776136.79118
2.47849439,2.7939,42032586.04468
2.51275138,2.7127,38779676.43754
2.46371676,3.2128,81834549.74425
2.47340681,4.6277,623887776.20243
2.46810930,3.1559,75245680.47305
2.45889748,3.0126,58709623.97986
2.47095017,3.1577,75808309.78290
2.46375089,0.6383,375389.14467
2.45797649,1.4223,2705477.05415
2.43627147,2.6240,29044837.69029
2.49066339,1.3517,2479594.52222
2.47157515,1.3523,2375682.49315
2.49151691,3.1606,78711241.13047
2.48360290,2.8794,49008379.72638
2.49874717,2.1505,13576954.49845
2.48167427,3.9082,239016900.26569
2.43679540,0.9803,878378.10068
2.49991945,2.9132,53295555.20007
2.45317621,1.3134,2077889.26900
2.42253149,0.3922,160716.79199
2.44953801,1.5398,3461308.85482
2.42301757,1.8984,7058815.64636
2.42767198,3.7214,168714595.48119
2.45495986,2.3076,16848327.14511
2.42977783,3.0048,55231430.42877
2.51531972,4.9151,943090079.59271
2.48678843,1.9203,8412027.36807
2.46707974,4.5877,587786625.61812
2.42780286,2.3137,16191861.20246
2.47376990,4.6720,660555793.69667
2.50480573,0.7263,536748.42191
2.47205326,3.8067,203852344.66830
2.47195573,0.7292,494599.78686
2.47366465,4.6399,633927923.37161
2.47673743,1.0786,1246581.67627
2.50402523,2.9281,55007033.28046
2.46661161,0.0108,53306.66179
2.48262127,0.2276,115723.22553
2.46004317,3.7094,173847825.98715
2.46795189,0.5307,279043.45570
2.47138177,1.2059,1679922.90599
2.44295415,4.8949,841204946.61650
2.45694861,2.1960,13674115.92928
2.43611405,4.4203,453406397.12126
2.45146392,2.4790,22994772.65759
2.44424866,3.0095,57013815.72343
2.45906618,4.3918,450079991.09301
2.46339401,0.9414,850891.17379
2.44793233,0.6656,387737.89066
2.44011437,0.2581,111355.70440
2.49723635,4.3690,459349611.18698
2.48668220,3.0214,62348015.88802
2.47296350,3.1797,78780024.15942
2.48919385,2.3102,18054029.70010
2.49413440,4.8488,846530231.86837
2.43132359,3.8998,219803015.54766
2.43464348,1.5396,3346555.95719
2.47918816,1.7340,5628907.73679
2.48121971,1.5674,3946771.74374
2.47827335,4.5792,589833359.72767
2.48695359,2.6239,31763128.05503
2.45573051,4.2560,373473715.89303
2.47071558,0.9343,851379.38358
2.44815860,4.9833,944293552.44417
2.45388711,2.1766,13093929.97456
2.43192954,4.2293,348696727.08673
2.42742374,0.9834,864266.77224
2.44141983,1.6187,4047697.53632
2.48668144,2.7133,37110567.99084
2.42981548,4.8740,806290364.15151
2.48967309,3.3305,102575120.88467
2.47280279,4.0372,283042984.39566
2.47251754,3.2517,88262172.58413
2.50638333,3.6050,159573504.72126
2.41951929,0.3145,124835.42376
2.44269845,1.0345,1024424.42646
2.46316921,4.0360,278794773.55947
2.48620343,0.0287,60656.06984
2.45057637,1.1125,1270770.01545
2.47675616,1.7293,5544493.06575
2.48236619,3.9720,261824683.72939
2.47902856,0.2571,125673.21995
2.45499046,1.0746,1169041.36600
2.49495161,1.8213,6983819.30600
2.44013944,1.9135,7543054.88332
2.46315310,3.7411,182943204.22364
2.46460123,0.6039,341294.21661
2.49131988,0.9586,955647.93272
2.45740019,0.5683,301828.42762
2.47224961,1.0611,1180086.78431
2.46934167,3.9296,242112349.84031
2.47625475,2.0840,11418971.69213
2.47271149,3.7045,175841789.99090
2.49109484,2.9702,57729390.48550
2.42801798,3.9091,221698084.79090
2.48162236,4.9753,974224237.87611
2.51126480,0.9732,1043475.33608
2.49823722,4.8174,818266591.64004
2.45669403,0.1207,74940.57306
2.46513834,1.5729,3855901.30117
2.43726931,2.3670,18219263.56557
2.41963494,0.1298,68214.46807
2.49155796,1.4952,3441448.96263
2.48032451,4.1874,351798702.51197
2.46303417,3.0199,59826076.97793
2.46424735,4.4377,481548741.84135
2.47211316,1.9800,9212292.62689
2.43681104,3.9055,223351611.77444
2.45495823,0.9253,798351.40329
2.45709916,3.4843,123604264.78003
2.43851105,1.6028,3883804.85206
2.47668976,2.8931,49570302.52585
2.50353801,3.0313,65135091.95649
2.46275730,2.5050,24605487.78760
2.43686379,2.7787,38123917.30436
2.49405863,0.6456,417201.25460
2.48641115,3.0579,66148243.94702
2.49412245,3.0978,71456665.59289
2.44723641,1.2328,1691099.67184
2.47067614,4.3862,453684447.12377
2.48302042,0.6946,463581.56717
2.43440089,4.0421,270089639.16548
2.49018745,0.8062,639932.48214
2.45962278,1.9925,9212470.63640
2.48947730,4.1915,358204815.04277
2.46256231,4.6053,597787198.15821
2.43814591,3.0805,63435412.65938
2.49149790,2.2013,14760185.00048
2.47222498,3.5593,141651868.64864
2.47589206,2.3180,17869177.80058
2.50003652,0.4393,234375.30876
2.46717554,3.9732,256717990.11303
2.43839086,2.3887,19010811.66060
2.47569913,2.9672,55998884.17634
2.48111912,0.0361,61138.41172
2.44521601,4.8202,768462639.55303
2.44525479,1.3548,2247544.50342
2.51595210,3.0871,72751151.22772
2.42368008,4.5129,503988602.40486
2.47632610,4.5059,534990754.16796
2.46604480,4.0211,274146406.15904
2.48571823,2.8215,44600965.88134
2.47038145,1.6417,4533063.33018
2.42483575,1.9824,8414541.13793
2.48743969,3.5143,135442824.28984
2.44968291,4.9430,900293334.68925
2.46516720,2.0008,9471856.92037
2.47749150,3.3418,102434704.73249
2.50709781,0.0781,76920.96522
2.46700424,1.7103,5215535.67486
2.46501327,0.2499,117471.17044
2.50094621,4.0646,305745758.94798
2.45877537,1.2748,1921948.12025
2.45483682,3.2592,86853675.98727
2.49273372,2.7154,37637683.18917
2.46597636,2.9091,50011991.28832
2.48920727,4.1442,335683733.26912
2.49315538,2.9448,55541793.30568
2.47074948,4.6937,676454482.64413
2.44769557,4.7095,670240310.99768
2.43939726,4.9941,946659195.16425
2.50379530,1.1308,1514958.26261
2.49698076,2.2747,17139982.40073
2.49763174,3.3719,110716623.90904
2.50319942,4.4787,534762954.60470
2.43900869,0.2035,92960.70137
2.44720106,0.9362,804915.24452
2.49407072,0.1800,103017.17520
2.43478841,4.3179,394711831.74855
2.46569046,2.6096,29829392.26289
2.44015901,2.3425,17497005.60681
2.49440062,4.6612,668880836.78458
2.48461120,0.5417,302361.79831
2.49211954,0.9017,827020.73751
2.48943296,1.9840,9614424.63500
2.44990742,0.8483,643047.07766
2.49222307,3.6284,161772585.54363
2.46604888,0.8446,664704.11260
2.48141522,2.9379,53848184.34826
2.44768158,2.6359,30270562.29916
2.43677611,0.0977,64842.46802
2.51677033,0.9794,1074831.34081
2.43015997,0.0416,52270.88764
2.44738455,4.0429,275353431.58848
2.49139384,1.0105,1090467.41692
2.47866375,0.6409,394369.32885
2.45116784,0.8399,630905.94853
2.46570730,3.0599,64161228.92966
2.48411999,0.2757,135435.02083
2.43241245,2.3466,17377685.98676
2.47075045,4.0790,299129422.88848
2.45870863,0.4971,246088.48468
2.45194230,3.5531,136119083.46780
2.42506671,2.0683,10004523.10404
2.47502518,3.9207,241010220.90772
2.44759448,4.1955,340164499.77374
2.47165739,3.7774,195274896.17390
2.44126236,0.2820,120640.02436
2.47491261,4.2130,361598580.15174
2.44912700,3.5463,134158554.56124
2.42210056,1.0021,894613.29585
2.46332117,1.5855,3948520.23974
2.44657169,2.4942,23430265.87425
2.48219072,3.1531,76619905.42352
2.44848761,3.7193,173425500.06312
2.45441512,1.5449,3539074.62772
2.42686913,0.7719,491372.01428
2.46576191,3.7023,173495409.32634
2.48756211,0.2619,131086.69630
2.49191036,4.6281,639179205.48879
2.44251839,3.3952,105405680.49388
2.47408763,2.9640,55553977.38953
2.46779361,2.1584,12985566.08437
2.44410312,0.9500,827629.93613
2.46802391,2.8017,41841197.10113
2.43473174,3.3135,91665702.59162
2.49975791,0.0680,72558.22974
2.49878994,2.4450,23559171.04010
2.47421375,0.8136,625440.53791
2.48237495,2.5274,26540391.58730
2.47421105,4.5843,590623552.41560
2.46180961,1.6333,4369104.96386
2.48465653,3.2118,84468675.90400
2.50046379,4.9779,1000081753.88785
2.47659572,4.8334,812531673.64940
2.45358268,0.8441,642147.67974
2.49361661,3.2939,97486973.70750
2.42740328,1.6295,4019239.21212
2.44391942,3.2749,87512824.61271
2.46619597,1.8469,6938358.59771
2.41959167,2.3743,17869164.75733
2.51338151,1.3476,2588321.58972
2.44070177,3.0261,58256644.78277
2.44071266,2.3305,17124905.07761
2.48075901,3.0634,66131861.96178
2.45190608,3.1980,78433576.85849
2.46364755,1.2118,1672517.33583
2.42550768,0.3703,151564.13253
2.48278261,2.6266,31680976.27236
2.49509778,1.3634,2573575.01437
2.49475550,0.9053,840509.99814
2.49156604,0.5736,338061.04808
2.44391818,4.3237,402717854.78256
2.49500474,2.1448,13331881.79933
2.46743908,4.0578,289115551.93465
2.46355285,0.1297,79014.13193
2.49703530,1.8474,7401793.30199
2.46222292,1.1417,1405523.55258
2.48718422,2.6171,31397706.85474
