# Polynomial: y = 1.6102x^0 + 3.4868x^1 + 4.4610x^2 + 8.4917x^3 + 8.9711x^4 + 3.9644x^5 + 9.6066x^6 + 9.4203x^7 + 2.9778x^8
x_base,nonce,f(x_base+nonce)
2.46950364,39.8955,33263118527061.69141
2.46086610,10.4432,2896611380.20802
2.49553073,69.3305,2203590406286014.50000
2.46124744,4.4234,23043264.24860
2.46584033,72.5347,3108805913491177.00000
2.46864744,38.1839,23984875173261.58203
2.45165211,14.2972,22141732174.36240
2.48441054,12.0370,7263743294.54754
2.47464594,51.2770,219951648221774.31250
2.48046798,58.2289,578583046397900.62500
2.47055624,5.1870,51826690.78104
2.49641049,45.8346,94581302083520.01562
2.45625517,75.7961,4358203856961845.50000
2.44603929,36.0754,15655750025079.70898
2.45287479,58.5365,600138428227570.50000
2.49785456,29.2403,3381379774324.66406
2.44813055,2.7617,2812782.80616
2.45727149,87.6198,13364966512699890.00000
2.43660233,65.4665,1409550106553243.25000
2.47515588,85.9437,11526446435938042.00000
2.48696546,51.8866,240995615859529.21875
2.47805433,83.4896,9214130433152666.00000
2.48143447,14.0571,20057937314.56458
2.43530819,21.6501,383435554640.31519
2.47621924,93.8105,22730708391330904.00000
2.44730062,12.8751,11043199558.17524
2.45834420,22.3291,480804621322.05249
2.47963019,11.1435,4416690522.67799
2.47197521,52.2554,253736837767833.90625
2.46763440,68.2734,1952252689114957.00000
2.42098684,25.9765,1404722462107.58936
2.44142703,1.9789,827288.69615
2.49685379,21.6900,396338763102.32025
2.46164276,25.6142,1283946750078.26709
2.48768084,7.9739,569645370.34145
2.50466278,66.3818,1580339817534289.25000
2.44384779,74.4269,3782057414885858.50000
2.47266149,70.4382,2482752934096305.00000
2.43664825,99.7639,36550323252500160.00000
2.46039162,97.5634,30787985475751216.00000
2.44432730,14.9243,29424189672.63097
2.45584107,98.3818,32841769590151468.00000
2.50158897,32.5599,7432120186545.08398
2.47422174,26.3288,1571085878969.34497
2.49792955,2.7726,3067688.21735
2.42402013,38.7783,26679010516818.24609
2.47768663,13.4808,15173054399.35380
2.44747535,20.9828,308605407411.07202
2.43293935,41.8533,47280691875734.68750
2.44379587,59.8123,706680095356227.37500
2.48083890,66.8375,1660895462732325.50000
2.43760661,12.1437,7500668273.64768
2.46887304,60.6415,787553905888654.62500
2.44644855,14.6357,25832583950.53783
2.47919563,69.7117,2294247031841912.00000
2.47029346,78.9342,5968219425434130.00000
2.44832896,66.8160,1650628657103075.50000
2.48775928,13.1417,12893960245.35359
2.46245174,86.6929,12313709090052218.00000
2.47018980,78.2881,5601287595612118.00000
2.47385449,1.8773,736140.95547
2.46619930,86.1716,11755744153921558.00000
2.45324621,42.2428,50863796144657.32031
2.47505060,72.6234,3141251832689205.00000
2.47912842,88.1745,14061754843453460.00000
2.46497167,72.4428,3078334774993053.50000
2.45311749,17.8201,98913741570.57304
2.48771178,20.7543,289619396734.41644
2.47682795,63.5893,1133307502498862.50000
2.48169008,35.7023,14601941570558.53125
2.48317496,42.2592,51283436721723.24219
2.46894136,8.0338,587192060.34435
2.45451986,92.2349,19894425783316632.00000
2.47471193,75.9256,4424231657530046.00000
2.49386007,74.5810,3862731997138431.00000
2.46466535,45.7897,93397506724415.79688
2.46526122,7.5898,419483540.44795
2.48993384,13.3221,14118462979.57029
2.45009634,16.5352,59097289121.72198
2.42691755,92.2486,19871166920549700.00000
2.43963997,29.2039,3302525146697.22559
2.46362010,9.4330,1540852529.15908
2.48377405,49.5683,170417703489649.09375
2.47661556,65.1373,1362502832470544.25000
2.43569226,81.5449,7648537936737581.00000
2.48153732,41.7458,46784290851918.21094
2.45921115,3.0630,4353062.46235
2.48275702,54.9094,370189512538801.12500
2.42902894,27.7795,2288723110130.77441
2.43302094,27.5630,2164594631870.32153
2.51705453,21.2285,342846079145.67963
2.49117529,31.0102,5184876680030.76855
2.43010087,68.2577,1940595172054171.25000
2.43935195,93.5220,22125879437853840.00000
2.44987418,27.6829,2243777855018.35596
2.50788423,18.0862,111895635722.38857
2.50199525,13.0875,12638681476.42327
2.45907893,33.7924,9678951989613.14453
2.46362469,9.9543,2149367316.47242
2.49306980,8.0136,588891203.24637
2.48366408,69.8703,2335807994868064.50000
2.48572517,24.6680,986546650727.80518
2.48030594,52.2951,255511136384663.87500
2.43395007,95.2915,25582066322787668.00000
2.42016400,63.8280,1158381231479199.50000
2.45810696,75.2831,4136682969865274.00000
2.47394639,73.0186,3274865218516447.00000
2.48785503,80.7756,7143670699240101.00000
2.42456710,8.9195,1065791549.64890
2.46633518,37.9644,22967244976048.45703
2.45136756,86.3098,11886696725971180.00000
2.47322559,91.8311,19258888870647360.00000
2.47197735,22.0076,435725622081.36670
2.49024997,38.8820,27563610254796.26953
2.47011080,34.5142,11340545225259.54492
2.47019603,27.1753,1972692089572.43945
2.48903371,31.2121,5434481712018.89355
2.42284081,71.1228,2660057132961140.00000
2.50045892,21.5149,374741701821.89252
2.45194287,4.1217,16223725.41249
2.50691660,9.3182,1470469827.92731
2.42797781,8.4107,749002123.47769
2.46224959,35.0107,12582483883950.71875
2.49265695,2.3599,1654509.21947
2.43536867,32.2739,6861498044619.19727
2.45721438,70.7964,2577159455115470.00000
2.48469970,54.6498,357188157067658.68750
2.48256163,6.5451,182909986.19297
2.46206656,80.8476,7175301276876047.00000
2.48874792,94.1745,23448657392852672.00000
2.45275388,50.5456,196629185200975.15625
2.48882930,57.4059,519674090750243.68750
2.45724182,98.2292,32451390679111552.00000
2.50171214,99.4157,35751104179965572.00000
2.44696816,8.0541,586469665.21458
2.45529410,48.4453,142684774922680.65625
2.49649347,71.7524,2869333719968321.00000
2.45068359,70.6390,2531622305588829.00000
2.45801074,3.9942,14085726.86101
2.47228868,49.9301,179740651783360.31250
2.49425403,96.5455,28455495086345492.00000
2.47556106,37.1498,19582747272942.53125
2.46636372,20.7537,287473956381.23932
2.43264733,28.0310,2445932091734.51367
2.45553830,6.8726,235286343.75873
2.45571189,70.4937,2493217798160444.50000
2.46904868,57.3598,515148184670709.87500
2.47557134,80.2165,6762534051774315.00000
2.51029684,32.9283,8088682712427.27441
2.47688325,24.8988,1051980772955.52954
2.45426550,9.4979,1597543796.19954
2.45376564,31.0594,5199325457883.96484
2.45737996,68.3105,1958154758355722.75000
2.43169572,67.5118,1783862782569542.50000
2.51548898,28.0414,2505702500197.13477
2.47966322,54.9685,373069735646053.50000
2.44727815,83.7885,9445491921439204.00000
2.44940991,46.2969,101226799344707.93750
2.48935483,99.1352,34940573757249392.00000
2.49435759,27.1542,1974301504446.86108
2.45655735,59.2641,659781600897539.25000
2.41910032,54.5303,348096389676516.25000
2.45730396,58.0424,562889327559357.75000
2.42162173,29.0377,3153596148975.75830
2.48015021,40.7197,38828633274685.50781
2.46845044,24.6897,987815594990.95325
2.42551176,44.3070,72427137088875.57812
2.48640197,59.9867,726502407418768.00000
2.45078352,85.4218,10971319328854480.00000
2.45902658,62.8534,1034473696526936.75000
2.46856519,42.3666,52133039218149.62500
2.46940464,41.4915,44595423897939.67188
2.46745431,63.8102,1162488592913311.75000
2.46015646,5.3270,58915348.01633
2.50668023,64.8043,1314697985963879.00000
2.47501249,65.4815,1418393082080572.25000
2.43109131,91.7291,19025628618310784.00000
2.46831665,95.6441,26400439074122248.00000
2.44314682,70.6903,2543709546131094.00000
2.45100154,3.1513,4850570.53911
2.45297375,85.0271,10587028589537516.00000
2.46662111,7.2252,315867721.44539
2.48084588,33.6059,9336242394188.09961
2.47971867,41.7964,47195072677465.12500
2.48901143,75.7699,4361111317869375.50000
2.49663390,48.4496,143703664630532.87500
2.48332649,13.7179,17073187705.42215
2.49653700,41.5677,45433467831015.23438
2.48713084,99.8302,36884496343636784.00000
2.47529197,80.3600,6856356891603322.00000
2.46408660,23.8422,768287487439.51025
2.48274240,95.9391,27071215778303764.00000
2.43828376,40.5772,37534059866801.50000
2.44991715,27.3818,2072701005667.71680
2.43309909,6.5843,181317916.08017
2.42423725,79.2354,6118786615279797.00000
2.43400021,67.6268,1807803182899755.00000
2.46946472,98.5452,33304040695043860.00000
2.50788098,61.2680,856057247766789.12500
2.48822493,64.7277,1300003444258526.00000
2.49603289,80.0131,6644327475808107.00000
2.47246479,93.3169,21811896804122040.00000
2.46969850,3.5195,8021495.03258
2.47640317,24.5780,958438834812.91028
2.44732519,3.6142,8782307.73620
2.42323666,32.3510,6963770081158.57031
2.48050505,61.2115,847146115016563.50000
2.42240151,40.1103,34321331761181.38672
2.47082129,81.0113,7294426672072260.00000
2.44450435,44.7885,78814948642471.01562
2.45963274,25.2581,1160257290084.13989
2.47876268,20.4463,259957363842.31577
2.46497295,10.3102,2679185723.54328
2.43778374,71.7444,2848882115291025.50000
2.50267734,5.7857,94951605.37187
2.48157851,73.4996,3447416091162365.50000
2.45742354,7.5690,410353868.64738
2.50120115,37.1145,19544958708537.10938
2.48605629,39.3984,30387188577875.91797
2.43555434,15.2563,33994383228.32082
2.49205428,81.6579,7772228174984292.00000
2.49052903,25.4899,1249913843709.39209
2.50082609,93.2784,21793509738963584.00000
2.48717941,80.5973,7022314874725310.00000
2.45238332,53.7576,313765460430237.25000
2.46031830,66.9550,1679470682561541.25000
2.51043698,42.7047,55741976766738.00000
2.49061080,80.7708,7142274299983082.00000
2.45262811,30.4140,4457023325558.51855
2.47271387,5.0923,47232775.45588
2.48288050,22.6036,528445101974.63635
2.42365315,5.5450,70262544.22353
2.46174073,0.8244,94500.93221
2.45704235,22.4568,500461998927.52124
2.49682307,87.0314,12729926015817008.00000
2.43282836,68.8640,2077674051098717.25000
2.48616799,39.6760,32021410698716.12109
2.45830018,94.4067,23841452874950792.00000
2.47764248,80.1004,6688639742634601.00000
2.47077265,58.7689,619998234063201.87500
2.44312940,32.4864,7213652783644.95117
2.48417405,33.7136,9566035236328.36328
2.45641221,79.0431,6023909255045970.00000
2.44666804,57.4145,517364150917091.81250
2.48168475,99.7755,36712056116718784.00000
2.47760783,0.8435,102008.96948
2.48403652,35.3955,13704978548237.63281
2.43264589,53.1263,286029127555878.87500
