# Polynomial: y = 8.6847x^0 + 6.5354x^1 + 8.0876x^2 + 9.2178x^3 + 0.7095x^4 + 4.8028x^5 + 5.3349x^6 + 0.3153x^7 + 8.1117x^8 + 8.9016x^9 + 7.7788x^10
x_base,nonce,f(x_base+nonce)
2.45052425,8.2036,163689726382.49200
2.46280451,6.6109,33516815523.45137
2.46896374,15.5865,30549017994650.65234
2.49221484,4.9293,4627151178.15368
2.44395553,16.3129,44611673583343.16406
2.47058177,8.2584,175423086568.54312
2.45030861,13.3385,8062952427668.58594
2.47519980,13.9736,12106922459745.39062
2.46031005,3.4047,459408572.79949
2.48399279,10.4516,1117088378639.41211
2.47220250,11.7117,2783925312061.36523
2.47261778,1.5390,11369429.33128
2.43140122,13.7009,9983180984715.13281
2.43671624,18.7622,150605322575224.43750
2.46190669,16.9753,63566781123182.96094
2.43708472,8.4389,200691780524.63342
2.45987722,13.3438,8138629796481.69043
2.48022411,8.0389,144300983636.81345
2.43811929,3.1172,270226051.41690
2.45145049,8.8044,281843298662.21564
2.50901467,7.6602,103290196044.98402
2.47772970,12.6762,5365640451743.30566
2.45474888,4.0692,1304294831.02031
2.49480210,17.3368,77614999658414.40625
2.43433586,10.7904,1390649735544.10840
2.46485137,15.1488,23884609548916.03906
2.46269591,6.8645,43989848518.66764
2.47713817,13.2092,7558393133823.86523
2.49499691,6.3435,25866911481.70431
2.44346212,9.7404,617377763183.77454
2.48689176,3.3922,470320654.26726
2.46521361,16.8611,60052786681605.53125
2.45660807,4.1927,1572135005.08271
2.49390203,2.7841,163851460.64342
2.50396835,14.4997,16830507865464.26953
2.47186346,19.1720,185163765002210.06250
2.44482581,16.0113,37992614098490.96094
2.43869587,8.8655,294051354053.35547
2.49104930,14.4801,16513588363267.43555
2.46548831,6.1171,19360720301.50161
2.41881833,4.4276,2094343148.68932
2.48541115,18.0786,111308109532817.25000
2.45294889,18.7652,151969628168505.81250
2.48436483,11.1200,1840929434080.55762
2.47305928,11.0574,1744165810387.00317
2.45189906,3.8471,924521066.53396
2.48817098,8.6539,254892425877.61877
2.46550214,12.9517,6365656706022.11133
2.44220981,2.4276,74732304.93689
2.46001708,18.2578,119868143817478.62500
2.41763050,16.0407,38037732062989.88281
2.49541017,10.7044,1364892874590.91577
2.49314958,13.8209,11157525613100.47461
2.46389611,12.8322,5886518015265.50391
2.46377594,9.7453,630145819048.63684
2.50435622,11.6838,2792215238922.66992
2.43251275,7.2048,60756019289.24490
2.45816202,19.9728,264155217791792.18750
2.48096377,10.0319,803798147261.75098
2.44290411,4.1388,1422114285.33449
2.48069120,3.4710,530370373.67645
2.47886605,9.6975,613626986777.96973
2.42074962,12.8512,5794962000210.16113
2.46571388,0.1072,161046.70779
2.45120669,1.8970,24830401.97514
2.44717218,16.1255,40444854049701.65625
2.45546187,2.9068,191259093.33573
2.47756446,9.3411,456777304987.59631
2.48996471,2.3365,68499211.87352
2.44833437,19.4153,204736114613568.46875
2.47349763,15.2046,24766985513263.09766
2.44279074,9.5952,547972106210.89160
2.45505373,11.7627,2850514656140.97412
2.46162887,10.1913,897493084219.10803
2.47739966,19.3809,204239789646539.25000
2.48140796,10.2670,966880284121.56470
2.47685978,1.4210,8606900.24640
2.45287561,13.6212,9631222984711.88477
2.48348234,17.4528,81785036480119.28125
2.49312165,19.7395,241818771874948.50000
2.45235632,0.0051,104382.54436
2.45645232,8.1946,163223684400.06137
2.45347850,11.7469,2816158596591.46680
2.48004867,6.7562,39934894642.03903
2.49567019,13.4642,8973135862134.66406
2.48052737,19.9796,267591793410809.28125
2.46532269,5.2894,7128178884.59520
2.51363212,2.6037,121176618.00719
2.47431535,18.3674,127189626008842.06250
2.44105638,18.1970,115357861663491.73438
2.44695578,19.2141,186631789142040.62500
2.49047621,3.5030,567980404.29237
2.47948986,9.6483,589814113279.33960
2.47057561,8.9246,318323347286.54504
2.48037130,16.4311,48403622638174.37500
2.44428011,18.9630,165990784050102.37500
2.44848293,8.5834,231026546261.74982
2.44083617,6.1172,18821585739.34691
2.46344933,17.2430,72881190277322.40625
2.43486418,1.6702,14210157.78610
2.46185955,11.1733,1882654887465.40405
2.46079217,14.7752,19258670287938.32812
2.46999079,12.6265,5167238637248.31152
2.47232992,1.0462,3203907.26719
2.45918115,15.5985,30586310417080.78125
2.45957824,16.0497,39093880005798.82812
2.45009349,15.3405,26377797014083.71484
2.49782494,16.6167,53823486751104.71094
2.46598011,3.8128,895835268.14030
2.51347960,1.1493,4719396.44164
2.42396746,19.4302,203856087052936.00000
2.45520389,1.1347,3887914.64796
2.44131521,19.3728,200170446557779.78125
2.51610707,5.3823,8540201970.76616
2.48171675,11.1596,1891099006647.53979
2.46398982,5.8852,14753709106.47060
2.50073864,17.7261,94437257997880.98438
2.48277132,15.7638,33917648526619.00391
2.48339710,3.5437,599966653.32032
2.46583017,10.4849,1130107747738.02466
2.44021323,14.7644,18913284217672.08594
2.48701485,2.0134,34684302.99413
2.51203356,3.9625,1210545370.83392
2.45251050,10.2819,956415010859.98901
2.43488517,18.5355,135216789894162.65625
2.44491031,13.1913,7322074243652.60059
2.46535891,10.2998,979539620600.05884
2.48835509,18.8404,160033914335632.50000
2.43860982,13.6177,9526079955069.60938
2.48274228,4.0685,1358830648.95013
2.45955981,16.4149,47470429105090.64062
2.46226101,9.9727,755586492959.42810
2.43682741,11.4203,2209491912308.72168
2.45909597,3.6439,678215315.06544
2.47476242,17.4980,83284954454966.87500
2.44871888,17.6172,87228162405756.12500
2.46009226,2.7228,137202621.32257
2.46080324,16.3748,46508167261628.30469
2.43975360,18.8480,157000651947056.53125
2.48766127,10.2730,976126014548.46509
2.43494803,4.8887,4060874509.22650
2.48748160,12.4247,4574386991686.69043
2.47389220,11.7289,2820908808756.98193
2.44716390,4.6483,2975014406.89065
2.51711206,12.7964,5953359840138.35352
2.49365851,1.5154,11299400.61726
2.42908235,4.0951,1304752853.96017
2.44419451,1.6150,12744482.21003
2.45232501,3.9077,1016186344.56776
2.46885989,2.8934,191258403.53800
2.44782515,17.5421,83999144929710.43750
2.44335990,8.6555,245280886511.94983
2.49394138,16.9242,62949771525115.96094
2.49323057,18.3155,125202169486648.31250
2.47290997,18.7687,153648940489920.68750
2.44689886,17.6584,88945005840902.15625
2.47917004,7.7145,105771132407.43251
2.48150417,12.4307,4574455674824.91895
2.44316155,4.1427,1430953908.91558
2.51313046,6.8022,43440608967.41409
2.46883526,14.7185,18725496062902.76562
2.51689067,10.5379,1223368203236.50000
2.49059950,19.0088,173232779531659.56250
2.45769520,5.4468,8605235798.73671
2.42132450,7.7714,105674221867.06808
2.47284288,17.7865,95956903159664.98438
2.48950924,8.8804,311408091721.25629
2.43259659,0.0435,112092.36014
2.43593925,14.0155,12126223635777.76758
2.43430515,8.9925,327174832659.77563
2.47251236,9.8492,690135886287.76575
2.48935478,7.7673,112409620265.21068
2.47258641,5.3108,7391798070.55810
2.45322225,10.5078,1139037594299.96484
2.47194324,15.7225,32967144677944.50781
2.50310688,14.1836,13962138217246.92578
2.43689948,14.8889,20278773464965.11719
2.47832905,12.9136,6262864349749.99023
2.44476251,10.9815,1615514461260.52197
2.45278802,0.5346,666536.78288
2.48439412,10.9793,1660713033767.44873
2.48174858,0.2207,256537.12453
2.47918761,7.6116,95683228678.93825
2.47933698,5.9154,15566308316.33283
2.43103187,8.3940,191585012985.30252
2.48602143,0.1420,196834.89345
2.46368622,15.0689,22814916127008.40234
2.44747899,14.4424,15744907288678.76953
2.46717740,13.2393,7655252960679.27734
2.48534741,16.0566,39784926048100.66406
2.46337892,2.8222,166162566.98718
2.44032513,9.4007,465404263140.59131
2.47400736,12.6420,5233898121451.72949
2.45962712,5.7685,12776116170.96615
2.46170234,9.1738,391349975917.73499
2.49691219,0.7192,1350624.37873
2.46760769,17.8651,99468073545780.32812
2.48742079,15.0980,23507078279615.35156
2.49057836,7.0541,55229528194.96959
2.45377767,9.0686,355283061558.53931
2.45390985,3.1514,294962137.57139
2.45003689,17.9597,103278665520639.98438
2.47667672,10.1371,870360561522.81006
2.44265343,16.9343,61635171486375.90625
2.44045844,10.2500,924213309149.40564
2.48175332,13.6350,9888083055982.96875
2.45665497,10.7900,1413660363069.07764
2.47185790,16.7887,58052654672001.18750
2.49886601,2.3370,69809907.39711
2.43553523,1.4044,7446952.87820
2.41855260,15.6279,30397889253416.00781
2.46737524,8.8708,302914374183.67773
2.46142822,16.4480,48351681838538.51562
2.45616762,5.7934,13107922382.79706
2.49818031,19.6560,233464802875188.65625
2.45153209,2.1129,39789267.52878
2.44848070,1.8725,23361621.82803
2.48434422,19.7616,243264045001769.50000
2.45126805,15.5076,28963651345806.81250
2.45914592,0.8203,1628561.09739
2.51077268,1.1949,5280553.12187
2.45106468,12.9700,6381499739589.32422
2.48424819,18.9522,168253792645763.96875
2.43898427,0.6128,817270.69412
2.48761421,9.0045,346155989353.49713
2.50875211,13.3758,8561571866126.29883
2.46247552,9.7596,636821109290.58105
2.46230410,14.3466,15011200591142.50977
2.46552778,15.0793,22973633747366.69531
