# Polynomial: y = 7.4827x^0 + 9.2888x^1 + 0.6606x^2 + 10.0000x^3 + 6.8564x^4 + 8.9255x^5 + 9.1690x^6 + 2.5613x^7 + 1.7739x^8 + 4.7543x^9 + 0.7230x^10
x_base,nonce,f(x_base+nonce)
2.43487134,31.7061,1858643671074054.00000
2.44807300,43.8465,37374134056441744.00000
2.49221388,10.6119,163880079791.35895
2.48794230,43.2266,32999688889133768.00000
2.48718793,34.2822,3856147493321348.00000
2.50032024,43.9863,38933485463057984.00000
2.47520273,7.5821,12883166447.13000
2.45786010,42.8409,30153542507103416.00000
2.45465076,27.1026,450889871724233.00000
2.48640990,46.0224,59287816730512280.00000
2.44936790,40.5761,18141726701085920.00000
2.46620840,49.1193,108864806950894480.00000
2.42761031,39.9995,15800919123882112.00000
2.47422902,36.4634,6779982140643586.00000
2.48772081,5.6597,1727507387.74363
2.45232019,25.8440,293986183950120.31250
2.45414614,41.1861,20867425598563628.00000
2.44854861,41.3967,21855053152174732.00000
2.49234105,49.7397,123129887323360560.00000
2.44875470,12.9455,777503785138.38062
2.49680858,6.0730,2794403209.61386
2.46935969,6.3665,3739425946.22425
2.47410914,28.2016,649253293050171.87500
2.46619251,34.8422,4450237159664737.00000
2.47161092,20.1787,33289136274824.39844
2.49094335,45.7289,55889794769910256.00000
2.50388588,48.3073,93748008609818048.00000
2.46709405,12.7437,692272374236.94592
2.46773764,43.1430,32267352114790628.00000
2.43344796,43.0144,31147619702990292.00000
2.44876354,45.3235,50971599643820296.00000
2.45516691,49.0501,107202363512594624.00000
2.48965710,0.7857,358721.12706
2.46566578,9.0325,46536930392.07956
2.49127621,46.9845,72053607895821072.00000
2.49880149,34.7634,4396277900106998.00000
2.47421138,27.1864,466604302125223.12500
2.46847207,13.9958,1491440607936.80054
2.44083199,6.6392,4849726747.21422
2.46852776,8.6629,34084312386.55070
2.43153168,26.2024,330252006270317.56250
2.47241694,45.9512,58267193416671040.00000
2.45611256,36.0276,6040274435757746.00000
