# Polynomial: y = 2.6752x^0 + 4.5396x^1 + 4.9594x^2 + 9.3006x^3 + 8.3515x^4 + 5.8202x^5 + 2.1001x^6 + 4.0413x^7 + 4.8862x^8 + 2.8550x^9 + 5.5580x^10
x_base,nonce,f(x_base+nonce)
2.45574852,0.5677,462585.14345
2.45424513,0.8040,951432.13894
2.48798705,0.8591,1234198.38222
2.43819852,0.0421,69985.47184
2.47566856,0.3372,231454.92817
2.49049333,0.6045,579377.36232
2.46894941,0.3036,201622.25392
2.42926588,0.9419,1322897.19862
2.51594863,0.1277,128082.52900
2.46620887,0.7211,769212.63559
2.45306026,0.1845,125305.38620
2.47341557,0.0087,70471.06483
2.47262739,0.8480,1142948.58245
2.47170581,0.6907,713139.97230
2.46321544,0.4237,296829.00800
2.45557998,0.3444,221511.03175
2.42734971,0.7256,692834.28383
2.51448908,0.1576,141808.27620
2.44963071,0.4604,320414.46672
2.48339302,0.9775,1706394.31309
2.45580983,0.6675,632523.80824
2.43810193,0.6953,652504.28926
2.45953442,0.3413,222158.09564
2.50368940,0.7322,890194.14733
2.44660283,0.2168,137481.29615
2.48784901,0.8905,1350449.47881
2.48018086,0.5963,546848.00364
2.48316851,0.7605,911087.03010
2.51608412,0.9625,1792899.48426
2.46929699,0.2607,173949.78291
2.42231157,0.6196,490486.23098
2.49042418,0.2942,210168.99190
2.45209190,0.8446,1065697.86721
2.43330625,0.1964,121803.43284
2.48414008,0.4351,330273.71279
2.42699864,0.8780,1091956.26899
2.47937360,0.0170,74388.77877
2.46338573,0.2044,139649.42725
2.50373894,0.9719,1778229.30969
2.46665567,0.9515,1512742.71050
2.46974308,0.9521,1528632.64959
2.44326131,0.7003,673191.94180
2.46546285,0.3548,237340.38464
2.45735662,0.6603,621574.55776
2.44096862,0.9311,1326331.73149
2.46149213,0.5178,401579.21842
2.48911104,0.7461,888392.89610
2.42026986,0.5961,452274.05431
2.42897676,0.0915,81463.06339
2.46589366,0.3840,262307.45326
2.49232312,0.8341,1162398.09003
2.45484781,0.8985,1256729.01674
2.44580751,0.8657,1112937.94730
2.47206190,0.0169,72328.26677
2.45272792,0.5140,385603.13953
2.50371101,0.4010,314841.36037
2.44972223,0.3465,218685.48830
2.44493086,0.8448,1044133.77844
2.44143126,0.4194,272107.60275
2.51630163,0.7402,946523.03125
2.48783957,0.7405,870331.65511
2.50845769,0.8097,1134750.30612
2.49269399,0.5463,485978.49556
2.50455608,0.6388,672768.23580
2.45307337,0.6919,676113.73818
2.50303276,0.0587,94999.75902
2.44890272,0.3854,248889.19704
2.42646826,0.9263,1254627.90654
2.46313077,0.9699,1577769.10361
2.51503441,0.5113,466849.44869
2.43715481,0.5848,460391.82795
2.42929031,0.9278,1270373.77852
2.50824642,0.4747,406336.81708
2.51150398,0.0066,80740.54283
2.48279487,0.3545,251415.18777
2.50128150,0.3319,247948.58334
2.45477157,0.7170,733779.83986
2.50022201,0.6571,702157.38972
2.49771201,0.7195,841785.61455
2.49323624,0.6287,629847.51210
2.46637951,0.0733,87529.58005
2.45648123,0.9594,1503016.07389
2.50544969,0.8144,1140361.22567
2.46339897,0.5143,399520.85120
2.46950788,0.5389,440924.76683
2.44365936,0.1680,114090.05840
2.44829632,0.9538,1445262.70665
2.49109695,0.7378,871784.24208
2.47170883,0.3483,237135.97457
2.45660762,0.0279,71114.98116
2.48008749,0.0140,73747.61593
2.45101944,0.0254,68958.95637
2.46980903,0.9638,1580347.13171
2.47933660,0.0200,75227.30259
2.47412213,0.2374,163043.89680
2.51128206,0.9124,1536613.40668
2.47288740,0.9085,1362258.84723
2.47087732,0.2127,147720.34459
2.47508899,0.2252,156719.26598
2.44018061,0.6393,552004.38917
2.42472120,0.0173,60436.10553
2.44282560,0.2679,162587.93019
2.47218163,0.2656,178739.57473
2.48920706,0.1229,114275.92723
2.50143968,0.3122,232062.47256
2.46204097,0.6593,628690.87051
2.45495599,0.8335,1040227.40099
2.46070819,0.1006,94850.65325
