# Polynomial: y = 3.3545x^0 + 3.2917x^1 + 2.9101x^2 + 4.3985x^3 + 0.2565x^4 + 3.6907x^5 + 2.8509x^6 + 6.7387x^7 + 4.9997x^8
x_base,nonce,f(x_base+nonce)
2.46142704,74.9971,6592209975272849.00000
2.46092007,67.0651,2782996701997439.50000
2.48549579,19.1164,252170133882.76126
2.49546126,9.9569,3214998507.21564
2.49564737,12.8349,16636079260.51635
2.47287982,37.5882,34296539001265.84766
2.43927070,36.6843,28400307008668.24609
2.42519516,48.9954,250825250833739.81250
2.42759891,65.4126,2287907172620493.00000
2.48170800,60.7197,1300122344556629.25000
2.44429429,82.4613,13718566042844634.00000
2.49332936,14.8612,44417038493.34881
2.43450844,71.4161,4504811592254301.00000
2.46528923,21.7678,628263938842.44299
2.48511627,17.0750,114683400078.01700
2.47396993,83.4209,15047942609757742.00000
2.49468890,7.9574,808164140.43189
2.45310207,20.0410,347739526950.86664
2.44644872,74.4302,6207111478416252.00000
2.46664071,56.0088,699360199753558.25000
2.44814040,47.4065,196007831753025.93750
2.47342094,96.3867,46240164932520096.00000
2.48450940,83.8047,15608467541378006.00000
2.47854720,60.5442,1271085881991028.50000
2.44276554,12.4688,13360427513.14842
2.45424232,59.3964,1094270368561955.62500
2.50406930,43.2846,99477603992781.48438
2.46953281,42.7375,89840458038629.03125
2.46808962,92.7403,34235604344390212.00000
2.46738654,40.1028,55649583568742.16406
2.45792050,75.8990,7227863208556116.00000
2.45825331,20.9324,474312814393.62433
2.48148449,5.1998,71911234.63490
2.44526935,45.4696,142843989025655.00000
2.49589269,10.3801,4187090648.73175
2.47586281,15.1513,50257020038.26204
2.47653611,38.6641,42389474927414.75000
2.43496966,6.8913,329656743.73473
2.49542100,20.3699,396012332010.72778
2.43634197,13.5791,23513100474.36589
2.51225709,3.3675,8924207.27744
2.46541646,20.4577,404032445967.26312
2.48577534,52.0246,399455419805782.81250
2.50741429,93.9629,38031703026486408.00000
2.50366860,54.3911,562040224019017.50000
2.46380218,66.0249,2468379115923536.00000
2.41992740,79.1455,9957444331612020.00000
2.49512627,71.6268,4638619635698337.00000
2.46096228,75.3582,6841239032873638.00000
2.49873150,93.5315,36668040245333320.00000
2.43218592,7.4005,499641324.40655
2.47223191,8.8157,1481767208.45851
2.47159355,21.1080,505614735984.78894
2.49448030,19.6606,308235005065.41559
2.50222712,66.3366,2570898314629890.00000
2.49138213,14.4710,37059781946.40263
2.46771975,97.1073,48979143077256256.00000
2.50619245,60.0255,1194180852495751.75000
2.46504462,11.6773,8787862033.56171
2.47462900,76.5688,7749126327846751.00000
2.49232287,45.8983,154550444442441.25000
2.44750071,99.6132,59639481139315592.00000
2.47053296,70.5581,4119817807299565.50000
2.46893223,11.8486,9686451145.79543
2.45026803,41.6463,73685992892173.25000
2.42056376,8.4978,1139786442.96340
2.44529668,63.8777,1910075817397599.00000
2.46222870,15.3560,54740126961.72208
2.47722557,63.3742,1804353708584171.25000
2.46644487,92.3602,33154611674458304.00000
2.46789822,39.9535,54118409833475.51562
2.46238627,25.5401,1982658554855.73877
2.46974253,50.2079,304099643656332.37500
2.48480033,59.8222,1160371050190597.00000
2.49349614,95.7965,44152875728729496.00000
2.43743787,58.0458,915510834423562.75000
2.46674461,52.0114,397575580818075.37500
2.45467196,62.3381,1585465842894775.50000
2.48191522,81.9508,13120268028394770.00000
2.46900841,98.3712,54175690043228016.00000
2.50734180,20.5869,428618536366.00128
2.45660403,69.8346,3799247024416808.50000
2.47488521,49.6852,281074128690366.84375
2.48215419,76.2334,7496208900966799.00000
2.48049923,59.0958,1056139873682493.87500
2.46155759,89.7580,26537423203626680.00000
2.44404164,7.3071,467956015.79188
2.45344737,40.1866,56381501436911.74219
2.44831887,10.1735,3577094879.70707
2.47240233,87.7720,22324145637893020.00000
2.43064129,79.6778,10499152347391112.00000
2.49147991,66.6686,2668221432723508.50000
2.48814951,5.4352,91698180.18424
2.47201240,79.7343,10599482805252044.00000
2.44216660,38.3055,39268801103150.35156
2.44802462,14.8024,42349076095.22282
2.49790775,70.9628,4318437826408041.50000
2.46231685,20.6693,434159201769.81909
2.46066937,58.2147,938971161710601.37500
2.47745090,70.5760,4131005988170306.50000
2.46535119,45.4427,142682025036963.18750
2.46430263,21.2133,522552763752.33655
2.49797196,32.7872,12478448828413.58398
2.51371513,17.8270,156435239301.24368
2.46360063,70.4471,4067014252895094.00000
2.45339228,34.0125,16217620365034.59961
2.46031930,4.5420,34861755.82242
2.43951109,45.8191,151220920936926.75000
2.49440523,49.2848,265118100780611.59375
2.43840391,25.6354,2023172983004.07642
2.43384080,92.6237,33804813714604876.00000
2.43965132,69.0404,3472034143886672.50000
2.49455230,33.1458,13514357358495.78711
2.48052413,0.6257,65959.26965
2.47621979,52.5793,432450558029870.00000
2.50319493,48.0072,217532336384419.65625
2.44776719,45.7892,150681063433002.34375
2.46267214,63.9804,1937846098546231.00000
2.49408453,63.2341,1777582920361525.25000
2.47019164,67.9627,3086243749830524.50000
2.45575134,95.3761,42535777779737776.00000
2.49939481,3.2209,7206038.55570
2.48539036,72.5487,5114330310239738.00000
2.47842752,33.3085,13963310322082.97070
2.45119580,47.9782,214766367112516.15625
2.50401103,67.9328,3087614677447209.50000
2.47918820,45.8577,153187519436244.34375
2.43299622,32.9100,12642204697630.34180
2.47173800,35.9308,24489063076921.22656
2.45286214,53.7081,506755344201362.62500
