# Polynomial: y = 2.0291x^0 + 7.8706x^1 + 3.9598x^2 + 3.8090x^3 + 7.8960x^4 + 4.7539x^5 + 6.8833x^6 + 8.4562x^7 + 2.9835x^8
x_base,nonce,f(x_base+nonce)
2.47658986,89.9493,16379767098879218.00000
2.47047967,85.6003,11149703535924322.00000
2.49051075,29.2848,3384407432362.01807
2.47511739,12.2539,7954385080.40862
2.46284487,10.2177,2470667405.45390
2.47443289,42.8848,56864373007888.57812
2.50903440,75.4516,4220834537537076.00000
2.48732764,1.1603,187100.55789
2.45694583,64.4850,1254696909812179.25000
2.45986107,60.3553,756230770490840.87500
2.43130216,94.4576,23853111570208584.00000
2.44216231,44.5961,75889238383064.32812
2.46443476,86.8563,12474808566846890.00000
2.46472387,81.7571,7809725172681246.00000
2.47662728,92.4984,20346094005466068.00000
2.50743966,29.3126,3422294560908.44189
2.48407079,57.4281,519027651183074.93750
2.47559900,13.5321,15262395031.13325
2.42989706,1.5461,353391.76403
2.46313678,33.0354,8138064082311.90234
2.48392971,32.2564,6858694141162.96387
2.45527345,63.6315,1132667239044289.50000
2.45442109,49.1819,159197630524195.59375
2.45374468,80.6368,7012092860610108.00000
2.43967516,54.9525,368787175365679.37500
2.47113870,64.6300,1278640415588570.00000
2.48619902,53.6399,308849666246044.93750
2.42863849,25.2869,1148183996210.11670
2.50035133,13.0341,12065542036.66083
2.44546292,80.4437,6877844065496949.00000
2.44805814,74.6824,3875877803686168.00000
2.44837324,29.0882,3188328581672.60742
2.47329457,5.1321,47323783.55834
2.44288247,18.8036,141068071514.57388
2.43365612,2.3317,1362188.21975
2.45866677,5.2422,52077215.61621
2.46765858,42.3250,51464042311121.96094
2.47869234,91.1393,18141188749570136.00000
2.45809743,18.3489,119665400868.14548
2.47736703,14.1672,20721330177.86009
2.48778820,53.5011,302897478047505.25000
2.49042290,37.9285,22773030454112.51172
2.46579983,10.6989,3309075658.89959
2.46372570,69.4354,2215616504611941.50000
2.46882507,33.2201,8490360254070.18066
2.45001206,82.8945,8678682746198511.00000
2.48231492,67.5901,1805183522309216.00000
2.44705324,85.1878,10717465537399280.00000
2.49148552,8.5788,858856039.92546
2.46557660,89.8817,16269062542452914.00000
2.44103187,81.8133,7833772701874465.00000
2.43539918,27.5873,2160436656574.43018
2.46802194,89.9459,16362871250929818.00000
2.45409211,54.4840,346214455615524.50000
2.43644330,37.5695,20991551380138.41797
2.51072337,78.6924,5839236978390961.00000
2.44770950,60.2537,745404215496916.87500
2.46215927,44.2918,72322332234712.31250
2.44049076,91.1237,18058261866375920.00000
2.47659731,29.5901,3637964037066.81055
2.44899651,11.9117,6525480739.54192
2.47641347,9.9736,2141528147.56288
2.47491939,74.3862,3769393729126636.00000
2.47290832,56.3551,448863668946472.25000
2.50660894,26.3069,1560875484338.77222
2.43182469,6.8485,219065159.97500
2.47281604,49.7679,174621435472785.21875
2.48604642,35.4680,13827001181976.12109
2.50271787,86.9992,12677884651145344.00000
2.47665899,13.8680,17968646540.53388
2.44819821,82.7323,8546687227301687.00000
2.48988314,82.5407,8427578183094414.00000
2.48902724,12.3732,8534747518.01170
2.50072730,24.4673,925123099294.45667
2.46009786,34.3615,10875558573984.07422
2.42470838,66.6415,1608871016883629.25000
