# Polynomial: y = 2.9075x^0 + 3.9982x^1 + 1.4076x^2 + 4.3982x^3 + 8.2211x^4 + 8.1326x^5 + 9.5607x^6 + 1.7557x^7 + 7.2084x^8 + 0.2226x^9 + 2.3547x^10
x_base,nonce,f(x_base+nonce)
2.43362143,0.2385,70807.01353
2.49530522,2.2833,17108004.37392
2.49005702,2.4077,21729542.40738
2.49001853,0.3960,142956.89882
2.44428282,3.9149,279185839.61283
2.51682123,3.3125,118871358.48189
2.51467408,0.1605,71542.94424
2.49009561,1.0380,931852.88171
2.47615523,3.6443,191715967.87067
2.46369135,3.0250,65945637.13770
2.45792011,3.8938,275982055.15505
2.42526993,3.6175,169127021.42328
2.43355155,1.7403,4630360.00548
2.47158709,0.3543,117850.81190
2.49890936,3.0812,77503720.43733
2.49495018,1.4442,2658451.44857
2.47637647,2.8382,48135434.07791
2.47454528,0.1141,53172.19226
2.44984645,3.8099,239129191.87768
2.46269244,0.9764,732090.05024
2.46296643,3.4568,138233504.32452
2.45589591,2.4524,22188159.54883
2.43867128,1.3677,1916182.70916
2.48015454,2.3918,20642619.00811
2.48994479,2.1178,12021374.38257
2.46519127,2.7464,39771888.82759
2.46029937,1.7018,4506577.52954
2.46464083,0.7133,348987.57067
2.50240153,0.7433,425046.10919
2.49901315,3.2946,111926822.87335
2.46308173,0.4808,171618.97092
2.47842230,1.7396,5123581.30524
2.49767128,1.8885,7466504.75888
2.49853052,3.1648,89582172.34593
2.47733588,0.3070,102924.87948
2.49266234,3.5569,171001624.15613
2.43548033,3.6562,183049942.52992
2.46748646,2.0563,10062200.89585
2.44826357,0.7615,383015.61777
2.45954738,1.2096,1351143.25310
2.47433018,1.5159,3007273.51769
2.44047019,1.0706,890195.54390
2.47517647,2.7937,44245890.25029
2.49280334,1.7832,5843013.19996
2.48680148,1.9864,9025991.05082
2.43307089,2.7310,36375003.18621
2.41992568,0.2110,61528.45801
2.47308090,3.3653,120693994.13224
2.46988974,1.4811,2735870.27712
2.45373466,1.6549,3980358.34536
2.46704398,1.9950,8810845.20291
2.45922187,1.8652,6512442.92515
2.46394175,0.4803,171812.59699
2.49396242,3.8343,266126227.10326
2.44287598,3.8007,233129444.98591
2.49540857,3.6619,203354728.22194
2.45154910,0.6783,302749.60309
2.47642924,3.8939,284033537.10291
2.48033794,1.1898,1354611.73597
2.45224801,3.8209,244206713.20917
2.47053379,3.4426,136722546.73423
2.49722333,0.6151,287334.46384
2.44782660,1.5553,3101649.40860
2.45220106,0.5758,222664.55200
2.44743012,2.3413,17462975.85657
2.45669888,3.0801,71817852.41054
2.46137130,0.6112,254978.53562
2.48256888,1.3801,2204275.17885
2.46235808,2.8366,46772764.38221
2.44742439,3.8237,243433834.90311
2.48869332,2.9474,60024051.00663
2.47067016,3.1209,79074738.68334
2.42059233,0.1424,48621.53749
2.44815981,0.5579,208166.31810
2.50891900,3.4426,145677698.41488
2.47578934,1.2494,1560543.61108
2.46602707,2.3646,19003661.45936
2.45904297,1.0949,998479.86070
2.45754780,3.0700,70653281.69406
2.46926353,1.6875,4451370.83412
2.44673557,1.9720,8018942.54817
2.47190302,3.7412,222190669.58172
2.42395064,0.0380,33947.99646
2.49754646,2.0651,10929949.48052
2.46892499,3.1429,81921631.29278
2.44646628,0.9786,704424.01589
2.47004057,0.2414,80836.33484
2.50965217,3.0674,77089434.31769
2.44589459,1.9479,7592652.16921
2.47750301,0.4177,147193.65979
2.50475854,1.7275,5292382.69907
2.46450781,3.2913,104975183.79862
2.45921652,2.5138,25201474.69307
