# Polynomial: y = 8.9944x^0 + 1.7275x^1 + 3.6813x^2 + 10.0000x^3 + 1.3710x^4 + 7.9381x^5 + 4.1243x^6 + 5.1732x^7 + 9.3410x^8 + 4.3015x^9 + 3.9202x^10
x_base,nonce,f(x_base+nonce)
2.47519995,0.5227,391549.11576
2.49187160,0.1651,127954.19988
2.49514261,0.3150,214656.55205
2.46905607,0.0809,87747.42788
2.47220392,0.0518,79911.47237
2.46182293,0.4490,297573.92289
2.44273084,0.7477,700846.01715
2.50001447,0.1164,111085.48705
2.46957503,0.9874,1491577.23830
2.45926764,0.0155,66762.99810
2.48217134,0.8448,1039112.73306
2.48060220,0.5737,465950.89265
2.44687213,0.5688,413742.59401
2.46354004,0.3340,205906.93967
2.48679619,0.0684,89411.59331
2.49633652,0.6758,664050.72200
2.46242856,0.8738,1066658.61405
2.44890156,0.4330,271206.66502
2.49800314,0.8524,1110115.61299
2.45309757,0.0617,77287.79932
2.49262039,0.5733,482777.40039
2.43876682,0.2317,134061.03060
2.45496933,0.5734,430287.91889
2.48546239,0.7882,892606.93510
2.47314905,0.7515,774648.22319
2.45357191,0.6623,561554.38399
2.45638990,0.5599,414534.09034
2.43934639,0.5339,362542.51106
2.46835010,0.8920,1141558.94104
2.48297586,0.1226,106932.26741
2.46926491,0.4716,327395.99730
2.46286507,0.0411,74300.75408
2.50408305,0.4464,337499.24192
2.48523692,0.6000,511971.84186
2.46191756,0.0775,84485.22669
2.46842750,0.6783,615838.59448
2.46672842,0.4279,282537.61025
2.47496259,0.6444,567470.77052
2.47013019,0.0051,66876.79841
2.46309912,0.3076,188337.62491
2.48560699,0.3298,218409.95800
2.50088646,0.7745,897036.60630
2.46284039,0.3949,250818.95290
2.47728253,0.4655,329388.24211
2.50026481,0.7272,781023.05260
2.48233872,0.1847,132485.27013
2.47669859,0.1189,103233.88493
2.46750696,0.5455,410343.56588
2.47845478,0.1601,120026.33222
2.48495564,0.6349,568310.96790
2.44896699,0.0894,84166.11878
2.48526179,0.7395,774902.55877
2.48928149,0.8497,1074976.47770
2.46270118,0.1815,122408.32310
2.48924856,0.2289,157808.98658
2.45697156,0.6828,603203.38250
2.49098593,0.4190,296779.40664
2.46196313,0.5238,377017.19262
2.47155942,0.1205,101950.06548
2.44729341,0.0742,79188.13221
2.46186258,0.0251,69822.70901
2.46528467,0.9005,1159075.69521
2.44941217,0.5650,412132.54484
2.45897823,0.7701,784697.11724
2.49095986,0.9067,1266792.31724
2.46617951,0.1603,115072.44837
2.41849031,0.9759,1255342.01797
2.46811394,0.7495,758925.69235
2.46107149,0.1271,100556.40749
2.45495049,0.2099,131488.21102
2.45470746,0.1911,123093.71988
2.44795462,0.2270,136149.51959
2.47134174,0.7543,776890.27276
2.47954703,0.7528,792188.67709
2.43359211,0.6414,496295.39931
2.44632851,0.5683,412408.59331
2.42178158,0.3077,163985.56482
2.43661074,0.3570,203245.65369
2.43886061,0.0549,71582.94595
2.42132228,0.4853,293605.78390
2.46893261,0.8221,938153.16580
2.46557484,0.0997,92692.95872
2.42924059,0.9500,1203495.83302
2.46941869,0.1055,95934.44279
2.45118055,0.8320,917310.76746
2.46454780,0.1799,122513.33049
2.47834359,0.4897,356675.06798
2.46810923,0.2627,164723.26933
2.49577719,0.1988,145631.42197
2.43726239,0.7006,599776.64244
2.43452741,0.4871,308004.01695
2.44812075,0.0744,79483.41446
2.49597201,0.8408,1068296.00781
2.48288538,0.5176,394709.38630
2.49377231,0.1090,105881.11769
2.50654415,0.4004,293908.13733
2.44167982,0.3542,204778.66467
2.48084375,0.7527,794947.47442
2.48622614,0.1007,100113.66299
2.46868636,0.6824,623877.63335
2.45182693,0.1901,121443.81047
2.50121886,0.2213,160165.45303
2.45966173,0.8948,1122849.53889
2.45502802,0.9645,1345832.56277
2.47843843,0.8950,1184156.92444
2.47084356,0.3270,206113.81665
2.48417926,0.7076,703629.58797
2.47750202,0.0627,84724.21839
2.47454478,0.6497,575840.09073
2.43829943,0.3656,210280.93499
2.42882468,0.8069,799997.49089
2.45930177,0.3566,218765.75976
2.47492606,0.2382,155139.61602
2.50565562,0.8379,1088926.57789
2.47629557,0.4961,361577.07567
2.45805151,0.7172,670189.91035
2.51363070,0.2553,187229.14428
2.49957104,0.1097,108332.14839
2.46229822,0.3426,210975.48577
2.43632620,0.1260,91721.84954
2.43074150,0.6111,448494.60564
2.42988192,0.0228,61529.16885
2.48136900,0.7606,814617.03624
2.46620736,0.2443,153764.08478
2.47456470,0.4023,266836.90828
2.48133566,0.4631,331114.49046
2.45270503,0.6710,574909.37165
2.47084788,0.2951,185372.81527
2.43231890,0.4174,244363.16795
2.45399824,0.4140,259299.10972
2.42238709,0.3271,175424.66782
2.47887652,0.6311,551688.62244
2.43374292,0.1305,92352.05106
2.43441745,0.2545,142837.06572
2.41777599,0.9822,1274960.59703
2.45845235,0.1152,95503.02886
2.46330806,0.2187,139491.52677
2.43242060,0.6771,550932.21548
2.45471100,0.0176,66161.53043
2.45917596,0.5038,351042.69503
2.46519223,0.5081,362594.59232
2.47014834,0.9275,1266751.80807
2.46941156,0.8699,1075977.69156
2.43370686,0.2940,163004.11452
2.50406756,0.9494,1477345.60112
