# Polynomial: y = 7.7838x^0 + 8.5762x^1 + 5.3366x^2 + 7.6800x^3 + 5.8688x^4 + 7.9317x^5 + 8.0277x^6 + 0.9183x^7 + 3.5764x^8 + 7.6851x^9 + 7.3714x^10
x_base,nonce,f(x_base+nonce)
2.44519436,16.3047,41842533591832.23438
2.50889004,18.7853,148378311425386.56250
2.48195890,14.7565,18143439775569.08203
2.50423189,14.6533,17314365241095.71875
2.47539216,17.6739,85616858964300.84375
2.44653054,3.7295,704056630.99471
2.46663958,3.4328,448805641.45483
2.45006108,9.4190,446379363785.19141
2.45425594,12.1554,3506166866721.36719
2.45706808,19.2631,180707417692385.78125
2.45988089,2.8830,169717872.67695
2.48118072,1.0915,3350679.39730
2.42917037,12.5411,4466705506965.75684
2.45394984,17.0225,61070520581491.96875
2.49865175,12.3742,4186298865028.58545
2.49888888,14.9503,20472566496809.25000
2.46784457,3.1403,272984295.45431
2.45667945,8.8659,279783683671.67792
2.45500654,3.5314,518199595.08934
2.45493344,10.4597,1031084487851.83276
2.45362839,8.2796,164760221630.16501
2.46382753,13.7353,9779729140424.80273
2.46784516,5.9487,14873650531.59608
2.44713679,5.8409,12776868863.20953
2.46678589,11.3438,2006019947810.94409
2.46444323,10.4758,1051547503164.60266
2.49899784,11.8253,2882567940147.76855
2.46017345,13.5330,8612214414471.00488
2.44249160,11.1771,1747075935867.46191
2.49990930,14.3088,14117135064020.66797
2.44502586,11.5630,2309534759530.97217
2.47692944,1.4373,8128849.54601
2.49225922,7.1178,55170164350.81689
2.47020149,7.3656,69417274025.59064
2.47695387,7.1852,58201062372.23138
2.42620399,4.5722,2409409165.04301
2.46031172,7.5448,82189437047.64297
2.44877991,4.0330,1132408718.48657
2.48539946,16.0946,38221375551382.64844
2.45963559,4.0582,1195938655.21369
2.47403022,7.5323,82288551897.16461
2.48331856,4.3019,1776576476.07526
2.47164022,16.7338,53125452861213.25000
2.47531186,1.6626,13960362.27576
2.48719463,3.0116,225025813.62318
2.48379472,8.3238,176421283790.49374
2.46693433,10.5874,1147223637664.52246
2.46491023,19.4467,197199512438518.31250
2.43409034,7.9115,114464467713.76270
2.45031805,13.1008,6519051372620.13086
2.43646848,12.6925,4959852811166.42773
2.42392125,18.5358,126751131511497.31250
2.46949203,8.3492,178223672952.59299
2.44401808,7.6380,88660172063.27435
2.42701457,6.2564,20246127171.11003
2.43171868,18.3523,116566506183803.75000
2.48097281,8.5096,208339330471.39355
2.47771560,10.2274,876665320578.26660
2.49419591,9.9810,731431471933.84351
2.50042449,12.2032,3736628537084.63574
2.47986183,7.0413,50324548887.05418
2.46132917,0.0619,118753.97976
2.46599241,6.1905,19634380658.67433
2.45941219,4.4765,2205651529.02188
2.47322952,16.0432,36940691149603.94531
2.43393199,6.0875,16809198281.60227
2.44815405,12.4617,4290882155419.53271
2.44650738,14.2570,13263199565888.94336
2.46637451,12.9396,5939263394115.73145
2.44047947,10.1599,807566044101.66833
2.46700905,0.0911,135289.71245
2.49854672,16.3737,44638547821070.98438
2.45256836,19.2355,178067066284700.78125
2.48891347,1.7231,16595785.77691
2.45707364,4.7345,3150863505.31961
2.49649002,2.3980,71925221.92939
2.46147203,14.1254,12371034059600.64844
2.45991988,9.3066,409591459996.30463
2.44784323,2.5208,83327436.09467
2.48069254,13.6611,9441193112318.58984
2.50624378,16.5158,48290071132226.11719
2.45591509,5.5832,9455209754.46632
2.48534768,7.4317,75304266071.96899
2.45414320,19.3456,187405446551565.03125
2.47187598,9.5438,504150654884.15656
2.46483552,7.3352,66959670166.88690
2.46948585,13.6920,9556264369163.50977
2.44339656,11.7378,2609106408646.55859
2.49779069,8.0207,134877017677.59097
2.43989395,8.0379,129798063964.43613
2.44882248,17.0742,62538726014496.85156
2.47235139,0.6666,959348.65788
2.45374456,6.5452,28809553539.88397
2.48792891,17.9620,99208913066848.45312
2.51097244,6.4377,27257598601.47392
2.48206434,1.6360,13321712.04246
2.47426091,10.2175,867568312223.62219
2.44316403,18.8500,148307182535112.40625
2.46693984,2.0188,30670218.12377
2.43095966,16.2793,40971205977505.89844
2.47825999,14.9346,20052788031771.15625
2.43870957,8.2626,159971588568.95258
2.43815002,10.7626,1281459099019.58740
2.51250065,9.0923,357091786930.76562
2.44869098,15.7814,31637553688971.95312
2.51041337,7.5333,85382132989.73293
2.50227539,13.4115,8196736948868.88281
2.44444373,12.9309,5823007648586.17676
2.48515622,7.0551,51331777507.78146
2.45788144,6.6502,32455708929.60120
2.44122177,2.8215,146344342.37680
2.49213807,14.3663,14537752112634.14453
2.43899848,0.1538,153772.20606
2.45875223,1.6475,12954232.79004
2.44095810,19.6835,217115816003962.12500
2.42903438,6.3570,22738440318.62344
2.48693466,13.9969,11628218523519.68164
2.46502334,18.9991,160591736457927.00000
2.48989640,11.8324,2878571937134.75928
2.48385976,3.0455,237601258.09352
2.41949207,2.1500,36742456.13934
2.46823075,1.0178,2641542.29682
2.42622239,17.3345,70538972101088.98438
2.45491450,0.2955,269929.48797
2.43003444,1.7996,17284937.37975
2.46780648,15.3331,24964980226115.16406
2.43605312,5.0607,4746485179.77837
2.43798286,13.8070,10058303363180.64844
2.47260557,17.5539,80565699440111.01562
2.43986443,18.7322,140124246898990.35938
2.49771665,5.9886,16137338846.43410
2.48359559,3.5025,517935178.54978
2.47260167,15.5342,27988951650965.53906
2.48928287,8.0441,136779800982.23633
2.45889538,2.5985,99097579.54378
2.44299241,13.6464,9141059028266.18359
2.48960147,0.1625,190717.33590
2.46781296,12.5591,4637407916856.86816
2.43904968,4.7533,3154216131.84494
2.44076799,8.1025,138056134189.66977
2.49403812,19.2802,185234690794168.81250
2.45605460,3.5183,508039644.55603
2.49514277,19.8225,236740160197518.00000
2.48939239,17.9995,101105687438526.62500
2.49661068,7.3793,72269644460.05812
2.47907223,16.5570,48645432414180.28125
2.48936533,14.2029,13174753987252.19141
2.49041198,6.0464,17111309513.05718
2.50556484,14.1530,12912790622913.36914
2.45673784,16.2275,40408059240590.07812
2.49289560,0.8266,1645413.20497
2.45829925,2.8213,151009578.39529
2.50497803,15.8016,32982459868134.80469
2.47440059,9.5925,525868016134.36926
2.47116791,16.5068,47188714137410.66406
2.42881383,7.6892,91843391906.09198
2.44508233,8.1384,143359717604.60187
2.46614805,9.1893,372841636355.68945
2.47482469,16.2196,40627681010459.51562
2.49583914,13.6833,9660486689454.58398
2.48530117,10.2707,912119904681.54260
2.49508997,0.5282,668440.64342
2.49715116,8.9942,323963769194.80951
2.46461012,15.6656,29955666298021.54297
2.47297175,7.6541,92660440180.53967
2.48497634,4.9592,4428237395.92758
2.47320070,9.7032,575140099305.67151
2.48448186,13.3573,7835695718788.79004
2.43534460,5.0245,4521006099.79589
2.46131546,4.7173,3095353789.65057
2.44975643,19.3277,185507350061402.28125
2.45887208,1.5908,11317421.14555
2.46518251,19.8912,240862419615355.12500
2.42699644,6.6558,31575867213.65703
2.48798002,18.7249,142835654919730.25000
2.46929089,9.9221,684138820957.70410
2.47693427,18.7913,146588312735700.03125
2.50662978,8.8367,284905982321.66400
2.45739803,10.5611,1116360396367.74072
2.44390423,6.6311,31309082760.22058
2.43742674,11.0707,1610255158350.89014
2.46074802,14.2786,13548750931034.65625
2.43359451,5.0398,4602638903.68159
2.50647194,10.5505,1149525275941.64575
2.49330016,7.7074,99548544303.59631
2.47352290,13.5071,8545303560720.12207
2.46514665,2.9651,198974411.56938
2.50219578,19.3558,192449470296459.53125
2.47320303,5.0414,4859121617.84234
2.49291301,13.8972,10987687662084.45898
2.47324973,0.1008,143517.70035
2.45969522,9.6115,527726481229.06476
2.43272402,1.1660,3595037.31981
2.42058459,1.0479,2515622.57801
2.46299647,8.6982,242689079605.45587
2.48116530,5.6479,10552988403.80173
2.47604481,2.8547,165976151.40758
2.49937630,7.2750,65245081199.10555
2.51644894,9.4348,477983485521.59375
2.47145406,15.1170,22156045252543.86719
2.50503755,10.8621,1451037972566.76978
2.47810501,13.8340,10478961272076.59180
2.47708125,18.8308,149330407402464.46875
2.49851699,7.3152,67890366448.81169
2.47478794,11.0470,1626488509859.41113
2.46504752,12.0246,3230471747890.76318
2.48449537,9.5210,499931874993.96570
2.48462045,18.7286,142858467098011.84375
2.42448526,7.5213,77491732746.90114
2.42722676,2.8774,158174301.69720
