# Polynomial: y = 10.0000x^0 + 3.5671x^1 + 9.3320x^2 + 1.5907x^3 + 10.0000x^4 + 2.4167x^5 + 8.1542x^6 + 4.8445x^7 + 10.0000x^8 + 5.4296x^9 + 8.0956x^10
x_base,nonce,f(x_base+nonce)
2.46223362,1.1114,3588530.53707
2.47587852,0.4485,524097.30583
2.48239655,0.8103,1630937.31130
2.43729747,0.1328,154155.08348
2.46753607,1.0307,2921233.80418
2.44905915,0.6182,826373.79484
2.42193199,0.2713,239788.70760
2.46903305,1.0790,3347958.69076
2.51616052,0.7073,1329901.66713
2.43096973,1.4875,8750427.23921
2.44973921,1.3449,6410417.05957
2.44469126,0.4086,414642.20692
2.47236119,1.5156,10377541.22307
2.49100282,0.4157,494685.46689
2.45648882,0.0024,101729.93193
2.45114640,1.4453,8285038.14077
2.44123167,0.7986,1396153.95060
2.45421050,0.2275,230258.41114
2.46047451,1.5169,10113255.98696
2.47353330,1.7316,17371967.22757
2.44094840,1.0306,2713334.91460
2.48605781,1.3734,7553392.81696
2.50580701,0.0831,165118.62191
2.48179648,1.4442,8914802.36636
2.48880609,1.2615,5721105.10166
2.46835668,1.6116,12949983.86187
2.47692537,0.8131,1618269.47761
2.44785831,1.2124,4522670.60267
2.46446342,0.9893,2582301.13528
2.50421833,0.1924,242656.83608
2.47742604,1.3930,7764019.58158
2.49540206,0.8660,1989139.48982
2.50855193,1.1961,5081798.85640
2.48678025,0.6273,955272.57447
2.46303124,0.1333,169636.69388
2.49642286,0.1495,202798.93743
2.47212558,0.4646,545569.81878
2.49195225,0.0457,136781.02190
2.49637124,0.8286,1791230.67011
2.48964192,1.3941,8026837.83877
2.48642295,1.7155,17243395.47514
2.44406242,0.5767,714122.15711
2.46071808,1.9730,29086159.91188
2.49343410,1.4230,8706443.53961
2.45315102,1.8634,22406620.39391
2.46934640,0.3741,401236.67276
2.46422358,0.6259,887214.11904
2.46936343,1.6869,15505288.04677
2.45673398,0.8992,1958229.16438
2.46173309,1.0889,3371709.75896
2.46819786,0.9605,2407312.69338
2.49771867,1.8277,22858881.80815
2.48385255,0.3780,426627.47297
2.46617161,0.8511,1751750.66810
2.51018112,0.9884,2924013.34921
2.47858007,1.2425,5304014.86612
2.46393749,0.0429,121941.39853
2.47356314,1.2025,4715023.45304
2.48742240,0.7966,1590124.31483
2.50557719,0.5866,892871.72822
2.44503023,1.6071,12117120.13580
2.48291045,1.7315,17748380.11140
2.46695592,1.7671,18569849.85821
2.47014446,0.9070,2080603.01844
2.44908770,1.4103,7552063.20706
2.47004775,0.5159,639298.32741
2.49512898,1.3810,7875614.54803
2.46053272,0.6372,908340.59875
2.48797650,0.7881,1553549.10650
2.48715955,0.1174,174774.52152
2.46459691,0.6301,899857.94074
2.51616876,1.7280,19005937.17857
2.45345219,0.6454,911486.79432
2.45277399,1.0632,3067251.26667
2.50882824,0.8333,1882106.29086
2.42496814,0.8642,1614223.00111
2.44824343,1.2134,4539240.69438
2.45450017,1.4206,7855376.54268
2.48106614,1.2919,6064598.88565
2.47172921,1.3603,7049035.96413
2.43615657,0.2620,243969.89463
2.47793108,0.2146,239198.90064
2.48825483,1.8765,24965913.86210
2.47915920,0.9256,2250254.16864
2.46170001,0.1041,151744.57030
2.45700261,1.6197,12849993.12999
2.46259881,0.5182,628854.83542
2.47476926,0.4925,602143.36476
2.45752742,1.2019,4512756.92081
2.46216065,0.4109,442791.02934
2.44960076,0.7970,1424407.35563
2.42949123,0.2427,222644.17267
2.46890533,0.0425,124044.85852
2.50234554,0.5725,846129.38922
2.44886961,1.0339,2799064.86082
2.46484646,0.1211,163347.52835
2.50318983,1.3117,6749502.23867
2.44785969,1.8500,21479648.42232
2.45892415,1.3350,6398729.71542
2.47609575,1.2237,5017738.88019
2.45578678,1.5238,10167975.99962
2.50096504,0.7223,1329128.02566
2.43253763,1.3158,5692110.81597
2.42822719,1.9800,27496791.46992
2.43556191,0.1267,149785.64971
2.50245231,0.0474,143094.41394
2.46782866,1.4037,7785483.77895
2.50094424,1.7855,20930659.27137
2.46603157,0.5459,694429.89512
2.46387134,0.9020,2014729.93725
2.49794541,1.6111,13875471.70221
2.48232032,1.8325,22319298.94409
2.51124204,0.7540,1504901.11584
2.49391093,0.5179,694164.30485
2.44871988,1.4536,8406919.90888
2.49330508,0.7261,1313934.61353
2.44938877,1.8540,21750188.10585
2.47131075,0.8216,1631957.00096
2.44970807,1.3463,6432844.18747
2.48375105,0.3978,455401.37437
2.46549130,0.8469,1727135.12375
2.44044757,1.6269,12566396.72128
2.47123176,1.7603,18462418.85634
2.47506981,0.5161,650049.86523
