# Polynomial: y = 3.0512x^0 + 4.0759x^1 + 7.0479x^2 + 1.6569x^3 + 2.0316x^4 + 6.4934x^5 + 5.7389x^6 + 9.3080x^7 + 1.7897x^8 + 3.7516x^9 + 8.0534x^10
x_base,nonce,f(x_base+nonce)
2.42375828,0.6088,652309.18336
2.46757335,1.6163,11927102.26522
2.45933705,1.9376,24654545.55488
2.50236128,1.1559,4055047.95239
2.45888950,4.3688,1909577651.87540
2.44926372,2.0468,30704904.80979
2.44845578,4.0875,1238588463.37222
2.48226457,3.2932,363834183.93019
2.47424264,1.4194,7468687.02084
2.45578199,3.6125,593617208.92388
2.43551049,3.1027,240273468.84084
2.44176579,4.1582,1364204040.93853
2.46352014,2.9863,204938401.13654
2.43125861,3.2037,285159570.44805
2.47907119,1.4239,7646013.04713
2.44170699,0.5866,643500.59401
2.48652278,2.4364,75073076.74719
2.44267638,0.2749,226253.93557
2.49751089,4.7656,3525860229.52371
2.43673843,4.3868,1898096368.96257
2.49384973,0.8704,1789182.85352
2.45734555,1.3181,5521295.25992
2.43831458,0.9198,1757633.12536
2.48537300,3.9108,999733325.86338
2.44038546,2.1416,36998020.06418
2.46356104,3.4440,455091172.07908
2.46622933,2.1166,37065200.81845
2.42634390,4.6855,2861388621.58436
2.45167230,0.3569,310681.06963
2.47994335,2.4437,75181569.27113
2.44420358,1.7686,16186911.95007
2.42758708,0.4126,346099.15232
2.45823030,4.7315,3187920797.41485
2.44598955,3.8476,851756637.79536
2.48128492,2.3152,58079032.53572
2.46777220,2.6361,107206483.26312
2.41970270,2.2368,43372124.29219
2.44854448,3.2465,316703765.35342
2.44941237,4.5723,2521324717.98417
2.51668470,2.7500,146189712.05704
2.50449890,2.7865,152996142.33107
2.42772632,0.4359,374671.64081
2.46879817,3.3375,383517323.16054
2.46446256,2.3119,55720519.03724
2.43050412,1.5999,10479406.23045
2.42935783,3.9682,1001880118.71450
2.48496576,0.2554,245177.48328
2.49231290,4.2798,1760924254.52091
2.47604649,3.2011,306994233.98974
2.49481219,2.5995,105240155.43126
2.44708852,1.9073,22404881.96475
2.47639440,4.2340,1608118806.60853
2.43525155,0.5076,487737.57748
2.43495975,2.6702,107473822.81131
2.43542780,3.8490,839552727.65548
2.44742980,1.7381,15185863.69474
2.50361878,1.3324,6453076.75054
2.50144090,4.8042,3736166859.45067
2.48540673,0.6560,918422.56398
2.47802602,3.6299,633154858.32949
2.46074576,0.3402,302643.51487
2.47926277,0.7136,1075485.27530
2.45188414,0.3394,292731.34265
2.45594871,2.3123,54794175.02905
2.48331036,3.1052,262745716.68210
2.47339149,3.5894,588320422.88250
2.47855964,0.7227,1103299.97404
2.46256746,3.6948,685778488.60904
2.49586892,0.1307,163141.88675
2.49209336,1.8190,20307264.97835
2.44154991,4.4142,1988842967.07948
2.47369389,4.6232,2802273457.77887
2.47550149,3.8559,903832015.00041
2.42410077,3.6667,615793633.38863
2.50535447,3.2214,334587425.14024
2.43446136,0.7309,988761.25180
2.46279756,4.2416,1593927546.12415
2.50835611,4.6286,2963218061.35934
2.47068349,4.7991,3558133997.74670
2.45620991,4.4105,2020598706.66271
2.48003010,0.8258,1508453.74507
2.45404601,3.5209,509163817.36212
2.42137119,0.4170,343970.03752
2.46158766,2.2779,51621239.18334
2.46165465,2.5171,83910211.73782
2.44705556,0.2624,219836.84094
2.44653157,2.9503,186071292.70019
2.45299825,4.2212,1524160990.31971
2.48335989,0.0304,107194.79581
2.44341556,1.5603,9817823.08978
2.48535323,1.4958,9288156.01385
2.49358382,2.2903,56591782.24289
2.43821284,1.5950,10551317.12775
2.47339033,0.7439,1158211.88299
2.45496824,2.1605,39749465.54840
2.49545907,2.7764,147614923.31431
2.50077668,3.0384,240688282.42501
2.47541539,1.3600,6443135.87786
2.43893128,4.7460,3166871480.97406
2.43467223,2.9076,168293347.43565
2.50145581,0.1691,191322.10528
2.46056947,2.6234,103149470.67820
2.45608052,3.6171,598379112.41215
2.49314025,3.4140,454770423.72842
2.48896756,0.4687,512019.42183
2.47579184,0.2234,211962.14653
2.48985148,4.6760,3084416165.91839
2.48829744,2.7869,148541061.28469
2.49384100,1.4627,8739858.76438
2.45770553,3.8975,938068301.46848
2.43857093,2.9465,182102189.01363
2.45402512,4.3541,1856007046.86513
2.46019007,4.8401,3709100889.53439
2.45338275,3.9533,1016129850.65905
2.49034004,0.2795,271771.95378
2.43408351,0.5096,489072.98649
2.43932199,0.3056,249128.25621
2.48097065,0.9637,2252749.17879
2.44466686,0.7818,1190744.23557
2.48734381,4.1696,1485545610.03096
2.42649324,2.1966,40401253.42146
2.43338100,3.1774,273286466.98744
2.50615147,0.2293,240979.83314
2.46239961,2.6429,107502898.66812
2.46512636,3.4529,463134213.48405
2.46087370,1.7554,16318452.16378
2.49648966,3.2420,341432919.99743
2.47415381,1.8812,22453795.86208
2.49476547,1.7336,16784370.31683
2.44956002,1.5750,10331195.28191
2.45135269,2.9908,202105867.39045
2.45267587,3.3760,398397446.89399
2.48251731,4.1600,1453937715.69293
2.51376355,1.3194,6406158.51946
2.45796849,0.1115,132174.69823
2.47063597,0.9205,1933558.63222
2.45974722,4.0484,1187338651.17375
2.46897310,1.0766,2986384.22094
2.49642554,2.9480,202941811.57359
