# Polynomial: y = 6.2132x^0 + 10.0000x^1 + 3.8660x^2 + 7.1974x^3 + 7.4889x^4 + 10.0000x^5 + 0.6757x^6 + 8.7259x^7 + 7.1521x^8 + 2.0951x^9 + 2.1875x^10
x_base,nonce,f(x_base+nonce)
2.47723842,0.5216,239363.92309
2.44063949,0.0542,45850.17034
2.46199903,0.1191,61967.35244
2.46295034,0.1148,61256.25675
2.43583617,0.1113,55090.93244
2.47496549,0.9270,763377.85280
2.47297434,0.7513,465050.06549
2.45961681,0.9372,752737.15073
2.46779440,0.9619,823061.23240
2.47650436,0.0794,56796.36420
2.45184496,0.2139,82630.96376
2.45520406,0.5745,262803.87166
2.46203011,0.5799,272649.77855
2.42854924,0.8474,538449.03777
2.44020079,0.5995,270829.91996
2.46982135,0.9238,746200.82090
2.43068689,0.8550,553400.52478
2.46574991,0.4441,181993.66703
2.44806855,0.5723,255503.96054
2.46899059,0.5521,256061.93300
2.44621387,0.1314,61227.43523
2.42116658,0.5628,228761.00642
2.44451430,0.6700,338311.09251
2.51064829,0.8993,780145.08723
2.43011062,0.5671,238182.05834
2.46773278,0.1434,68688.63409
2.48262190,0.8695,665852.86823
2.46704348,0.7995,524355.30514
2.48741902,0.8217,590931.21986
2.44624153,0.5382,229092.93169
2.48219487,0.2187,92915.67162
2.47202235,0.7959,526400.31122
2.46301134,0.9301,745162.35871
2.46070773,0.0774,53383.65999
2.47256022,0.9217,747503.51026
2.49159642,0.7801,532034.62359
2.46045962,0.5414,241571.56235
2.42436850,0.2126,74993.25727
2.50341203,0.2634,115390.62905
2.46098017,0.7745,480149.46629
2.46424431,0.2593,100144.74960
2.48646696,0.0963,62324.33008
2.45076397,0.5576,246387.14754
2.47873934,0.6602,363435.48946
2.47060395,0.8958,692574.51949
2.50341591,0.8160,608140.28225
2.43721080,0.1948,73744.15785
2.43008607,0.9947,812198.59070
2.46469382,0.2743,105364.78347
2.43067161,0.2442,85196.90155
2.42650991,0.0792,47645.83177
2.46780873,0.9590,816659.13443
2.43490890,0.0219,40041.72809
2.48554914,0.9391,811897.41905
2.44758366,0.6983,370880.79837
2.47368035,0.9237,753895.23367
2.45633918,0.3771,143017.31539
2.44923350,0.6610,334073.42161
2.49001908,0.1710,81330.06296
2.44460897,0.2357,86759.78972
2.48455292,0.8763,682075.39805
2.45104111,0.6188,296391.34878
2.49319324,0.1694,81761.30347
2.46090730,0.9917,875529.66768
2.43375072,0.2630,91645.45580
2.42070750,0.2632,87808.40368
2.47508699,0.3400,134864.16550
2.43932158,0.4003,145862.97944
2.50290562,0.3950,175327.10080
2.47528307,0.1094,62736.73073
2.45885131,0.4666,191047.43606
2.49414471,0.4883,227700.36074
2.46376003,0.2556,98771.97583
2.48184237,0.9276,779072.63453
2.45621130,0.9293,729841.60971
