# Polynomial: y = 9.7019x^0 + 1.4459x^1 + 7.7976x^2 + 6.7867x^3 + 2.2065x^4 + 6.6024x^5 + 8.1413x^6 + 2.6324x^7 + 5.0863x^8
x_base,nonce,f(x_base+nonce)
2.48189686,33.1713,13489623530052.23828
2.45813995,11.1479,6255930799.93536
2.45853548,57.7860,890534342957302.12500
2.44553586,81.5548,12688684308511480.00000
2.43156631,99.1819,58114699188290760.00000
2.47261298,93.0559,35472275743201868.00000
2.46996488,70.4760,4107841889203832.50000
2.45538612,64.8192,2151259274708263.00000
2.47082657,34.7942,19200292104459.83203
2.45879077,38.2467,38862910561282.96875
2.44060204,37.3471,32392744698705.51172
2.48006133,24.4036,1417627206975.46753
2.46273565,89.8803,27048561994804536.00000
2.43556880,18.9406,227913745635.06857
2.48965586,42.8315,91639276031080.00000
2.48485597,97.2708,50144074280607944.00000
2.47420079,17.5519,135522120348.78395
2.45716188,99.4943,59678208551443344.00000
2.47337779,85.9008,19038393754256796.00000
2.48084138,28.3251,4201965163744.59277
2.49644364,85.1905,17886604391965010.00000
2.44525065,71.2665,4465425386546104.50000
2.50749992,48.0104,218104592089796.87500
2.44109565,35.0214,20027803383342.04688
2.47558779,5.1250,62252455.07508
2.50622295,10.3659,4027148826.23637
2.45912611,37.4483,33179302349704.51953
2.47389173,43.3021,99247699600590.50000
2.49540947,93.0109,35406418603685416.00000
2.49455229,92.0845,32749872368734140.00000
2.51097681,9.5228,2359397278.20546
2.48143271,22.0232,677071803950.67200
2.50209212,30.3341,6993041356961.98828
2.45023724,85.7764,18785793912088368.00000
2.48496759,52.9744,459687268936361.75000
2.48565952,63.8908,1932173933334326.50000
2.48807950,82.0717,13380127324231230.00000
2.44950296,74.6625,6403247154307975.00000
2.46722631,58.1164,931383745557887.87500
2.47109628,70.0146,3905198867615187.50000
2.46601207,51.2641,356902220542685.00000
2.48560359,22.4408,775772992172.99585
2.50888394,36.7845,29315258516426.71484
2.45081936,67.1493,2822561436850016.00000
2.45674640,77.3007,8384759395643624.00000
2.49696583,1.1702,214870.22276
2.41980688,60.8933,1324527061921882.25000
2.46717786,1.1638,199224.13437
2.49699006,89.2338,25647753262644076.00000
2.42136202,91.0922,29914067339381456.00000
2.45453736,99.4841,59618219599162704.00000
2.45122372,64.3122,2024049069411505.50000
2.47318443,91.5704,31296638035211784.00000
2.47439071,72.2783,4995028169290542.00000
2.46376148,27.9988,3842426951669.06836
2.49003887,21.0635,493807834746.27393
2.48160828,95.5887,43758322364318368.00000
