# Polynomial: y = 3.8523x^0 + 6.6604x^1 + 2.6927x^2 + 8.8761x^3 + 1.5855x^4 + 1.5348x^5 + 6.0879x^6 + 6.0905x^7 + 4.5737x^8 + 2.6326x^9 + 10.0000x^10
x_base,nonce,f(x_base+nonce)
2.44554543,3.7113,827978977.49022
2.44438502,0.1847,191785.13703
2.45886070,0.2692,274282.90443
2.47051258,0.0004,105410.10884
2.46982486,0.2920,309032.88122
2.45703758,2.1867,50613523.85088
2.48154395,2.0177,37032724.57427
2.44543424,2.6288,121683366.03407
2.45130392,3.4714,563497617.19294
2.50457683,0.4422,580294.13291
2.46058899,3.9802,1295561706.94399
2.46958542,1.3846,8049022.41190
2.43757726,2.4192,78875367.79874
2.47696047,1.2586,5917882.85539
2.45531708,0.0877,139065.66713
2.45184742,2.8842,200292810.97412
2.46403280,0.6183,899677.46559
2.48200995,2.7296,158537463.59101
2.48051303,1.2606,6004958.20007
2.50132114,2.4298,91670564.29659
2.44017977,2.7603,155215222.42413
2.51577228,3.5738,742425401.62299
2.46343991,3.5632,669687096.23681
2.45434001,0.1000,145154.90876
2.46970568,1.2163,5189714.90017
2.45976715,1.1402,4114836.37701
2.47356376,0.3178,342644.42891
2.48449315,2.3611,77096501.32564
2.42887975,0.5778,706004.97230
2.46875442,2.1591,48927850.93234
2.46355711,1.2510,5598707.04998
2.45833125,0.4116,448717.24282
2.45815624,0.8559,1827567.44609
2.44772282,0.6452,930309.62943
2.44900442,0.5834,767159.91829
2.46709316,2.9204,220273355.38524
2.48922735,3.7074,882651398.16903
2.46081767,1.0516,3231267.50760
2.43811207,1.6821,15535498.84589
2.46607089,1.8800,26303493.45524
2.48914065,0.7378,1408150.79989
2.45818818,0.0471,120406.24495
2.50944595,0.0938,174323.27945
2.51534769,0.8288,1996737.83558
2.49400704,2.9772,256647535.68351
2.46087934,2.3570,72843205.60151
2.42580165,2.1196,40962531.49106
2.47977291,3.7373,911995686.59223
2.49995505,3.8702,1161164635.71597
2.46366338,1.8709,25623917.94158
2.46366918,1.8472,24274236.50717
2.50591481,1.9285,32086135.56405
2.48841056,2.1667,51852482.24973
2.51504536,3.7119,926477042.93752
2.47703104,3.8963,1166926944.81807
2.43053085,0.8205,1514430.53380
2.48009412,1.0563,3454393.66774
2.44391995,1.6938,16198871.85410
2.48100963,3.8707,1128201978.74081
2.48607204,1.2575,6043888.09715
2.48488758,1.9856,34759568.36530
2.49980276,1.8673,27587623.13211
2.51310953,3.3769,533380570.97815
2.46427743,3.9362,1217240120.82900
2.43001459,0.9704,2351416.56394
2.42566218,3.1679,319572989.30790
2.46624301,0.8037,1602878.41806
2.44846582,2.7972,169104366.41127
2.47610038,2.2244,57073955.83725
2.48171856,3.8250,1051306188.08157
2.49867052,3.6688,842274242.17152
2.41953923,1.5391,10473629.76673
2.45385617,3.7025,827326007.87856
2.44281933,1.9504,29260686.07345
2.48231379,3.0867,305934986.64738
2.43844220,3.2314,365516218.81594
2.49162524,2.6419,136518993.35326
2.47024771,3.6847,825448855.67685
2.42316554,3.9487,1164264845.82702
2.46213691,0.9710,2582897.22485
2.44388538,0.8330,1636497.76818
2.48101987,3.0771,300052512.46296
2.50939538,2.2068,58986737.80544
2.48047550,2.3585,76061041.10656
2.48789253,0.4545,571940.87802
2.47882764,0.0071,111738.89131
2.47672981,2.8318,190289589.47427
2.48269140,2.7635,169272298.08330
2.42511225,3.8366,979138062.59877
2.47615267,0.2141,239592.09522
2.50979292,1.8155,25088001.36044
2.48925927,0.0538,139087.92045
2.48391976,2.6962,149299803.67235
2.49080698,2.4992,103100358.89934
2.48783681,0.5297,731257.07935
2.47475499,0.7527,1410347.73152
2.42673758,2.5913,108979230.07961
2.46516041,3.6004,713872859.29098
2.49559968,3.7778,997436864.19520
2.43515690,2.7681,156038242.07951
2.43737635,2.7996,166349593.43472
2.48042072,2.2752,64048873.78089
2.47418228,0.5479,742069.21057
2.45732458,1.0732,3398524.01771
2.45297590,3.1751,339673541.06341
2.45398581,3.7573,903601967.26815
2.51144263,0.8801,2291968.02603
2.46241793,3.4393,543995146.20192
2.49212641,3.6771,844657939.76712
2.45673993,0.1788,196387.15353
2.48528300,0.9064,2292897.95257
2.46195482,1.1093,3803629.46037
2.49073894,2.0307,38877843.27454
2.46372602,1.6490,15259402.36133
2.48307334,0.0345,126216.93635
2.43811364,1.5855,12295845.15230
2.44515538,2.9810,236451428.36881
2.48495127,2.4552,93345664.51840
2.49479509,0.8807,2187870.88637
2.46470125,1.2819,6092157.81191
2.47587776,1.4229,9014177.13699
2.46530555,1.1261,4019720.49967
2.44763195,3.3670,469393426.13856
2.47103555,3.2772,418849284.15234
2.43096408,0.7672,1290043.89502
2.51572262,2.9425,250673189.51612
2.46721427,2.1554,48382915.08245
