# Polynomial: y = 5.1558x^0 + 0.0116x^1 + 2.7106x^2 + 8.1994x^3 + 9.8857x^4 + 10.0000x^5 + 8.4746x^6 + 4.0655x^7 + 10.0000x^8 + 10.0000x^9 + 1.7210x^10
x_base,nonce,f(x_base+nonce)
2.50914847,1.4436,4660117.74852
2.45375823,0.3393,202131.45343
2.48267394,0.6560,574059.56795
2.49285286,1.5397,5596840.28861
2.44423550,0.7651,701503.23460
2.46209285,0.8202,859235.11603
2.46698586,0.3961,252010.40091
2.43232558,1.9853,12947557.07752
2.44857130,1.7547,8189943.84676
2.45786033,1.8372,9990664.40271
2.42631366,1.7310,7402850.42274
2.42018580,1.4396,3748206.79819
2.46890317,1.5888,5925257.02290
2.50899408,1.5993,6638804.48133
2.48228813,1.2137,2522933.17796
2.46395925,1.7946,9235912.99860
2.44109272,1.5514,5107378.67366
2.46489877,1.5333,5174660.82468
2.47470043,1.5051,4960528.43461
2.49802739,1.2931,3181290.69109
2.45922309,1.3095,3013722.58537
2.48674409,1.2330,2674688.49245
2.46971443,1.1472,2071879.55422
2.45881796,1.6128,6114301.08821
2.45036715,0.2041,128701.40105
2.42212274,0.6859,525569.41513
2.47526300,0.6754,594094.63320
2.48503557,1.0793,1813513.82984
2.50543340,1.4215,4388784.92590
2.48110002,1.7610,8912651.97605
2.42481369,1.6734,6490763.40886
2.47682657,0.0736,90442.66799
2.42770505,0.1477,98548.52669
2.46776558,0.9751,1323771.08741
2.50193220,1.3887,4031230.01261
2.47217461,0.9114,1130995.43757
2.47933202,1.2381,2659566.87608
2.44526793,0.4813,306514.14095
2.44580967,0.9020,1027295.45048
2.46369989,0.9730,1302433.80421
2.47295108,1.9257,12443728.88705
2.46798642,1.2435,2621032.89596
2.45508245,1.1783,2159341.92892
2.46104689,1.2489,2611137.15070
2.49296160,0.0622,91931.46120
2.47489551,1.9950,14431608.10221
2.46715353,0.4343,283798.98966
2.45400012,1.0006,1365249.70678
2.42572149,0.7660,667559.19246
2.47833078,1.4557,4461931.18316
2.43951428,1.0564,1520741.40186
2.48375855,0.4619,324860.60726
2.47474021,1.5396,5369323.14079
2.43238247,0.2393,136277.16932
2.43519093,1.2835,2667790.96704
2.44304749,1.1494,1947803.59380
2.46471396,1.9926,14061079.39091
2.45573439,1.9169,11781534.99184
2.43720808,0.8510,873322.69813
2.49708902,0.3750,259167.41118
2.48786336,1.5672,5889991.27521
2.46377355,0.1355,106899.51450
2.45873843,0.1480,109639.08192
2.45150895,1.2785,2742760.47596
2.49986990,1.5234,5479815.71550
2.48865585,1.3822,3847654.53336
2.46687976,0.1663,119858.96276
2.47554888,0.8390,938608.84533
2.47990096,0.2044,142082.47040
2.45885661,1.3085,3003763.66702
2.46513693,1.3918,3722990.40087
2.46463209,1.7345,8116095.13249
2.46280206,0.0071,68233.26139
2.44869760,1.9547,12568082.93879
2.43620232,0.8730,925013.30871
2.44002058,0.7721,707010.09408
2.44003708,1.3308,3029187.79850
2.44110678,0.8817,959960.51934
2.50916928,1.5650,6149544.65861
2.47859945,1.7500,8655124.94747
2.49093677,0.7436,752767.35758
2.45625652,0.7581,711459.23315
2.48351979,1.7699,9133860.90842
2.50745460,1.6194,6919338.74848
2.47084934,1.1317,1998198.84341
2.47007925,0.8187,874693.91009
2.50217615,1.0676,1838834.80725
2.43588264,1.0247,1386842.52689
2.45900783,1.3856,3615608.27680
2.49079448,0.6567,588739.50055
2.45321733,1.7392,7997566.59344
2.44881782,1.7253,7682394.91814
2.47831040,1.3584,3548294.43027
2.46319662,0.5927,451496.12330
2.45504675,0.9606,1231884.69700
2.46820710,1.2266,2515594.61703
2.50324740,1.6794,7827884.06960
2.48178497,1.3553,3551461.47470
2.50412207,1.4840,5056375.23476
2.48907669,1.1352,2110579.60429
2.43903130,0.2916,165356.00784
2.45505688,1.4829,4502862.56737
2.50142689,1.0244,1643059.83053
2.48840383,0.8048,885381.73974
2.48375088,0.6965,646255.28112
2.42552969,1.4621,4002862.10057
2.46752383,1.0763,1720841.96540
2.48204304,1.5528,5626054.14211
2.44776540,0.6161,462174.51899
2.50197531,1.0918,1954361.87049
2.48867738,1.1238,2048865.00471
2.46276473,0.5120,354736.65705
2.46565517,0.5761,433090.82447
2.44142903,1.1927,2163384.47598
2.46659946,1.4577,4361914.50576
2.50097339,1.2774,3084902.52739
2.44912725,1.3920,3585801.44352
2.43168711,0.2258,130002.29514
2.45100710,1.1231,1859217.98855
2.45669869,1.0539,1579726.90787
2.45509508,1.5484,5237822.77863
2.43450019,0.8557,878113.56730
2.46623740,1.7218,7921092.45013
2.46871767,0.3506,219685.35646
2.47401718,0.8260,902069.36236
2.46669492,1.9967,14239084.09009
2.50214973,1.7718,9547669.07063
2.46426607,0.7586,728622.79814
2.46527120,1.9316,12397383.45060
2.49290734,1.0768,1838512.58631
2.49638151,0.4138,291515.42336
2.44227700,0.2548,148186.09747
2.45313580,1.6442,6478012.10753
2.42242463,0.8642,869531.39165
2.48789851,1.9880,14611468.09158
2.44202414,1.8852,10701151.18641
2.45737823,0.7611,719726.71918
2.43785916,1.7433,7802322.31719
2.46463751,1.4732,4501613.12704
2.46911814,1.4603,4414269.43732
2.44207357,0.7545,676759.13785
2.45579350,0.9834,1311025.81349
2.47428154,1.0834,1782971.35850
2.46394026,1.4636,4394996.90503
2.45075263,0.0193,68269.72779
2.44142849,1.4181,3745922.96764
2.50935297,1.7166,8605433.25470
2.48161280,0.6999,648568.69999
2.48989062,0.7020,667877.97670
2.42913043,0.9531,1126934.06531
2.46991949,0.4586,308345.89555
2.48820231,1.1585,2232494.82641
2.43582018,1.7097,7212152.57459
2.46441960,1.2991,2975957.33053
2.45223886,0.3140,185515.72021
2.46208473,0.8998,1067039.80865
2.41810982,1.0521,1422234.76915
2.47458419,0.9633,1306508.11321
2.47546993,1.5739,5814572.52146
2.48437728,0.6542,573900.53673
2.50795050,0.8193,971629.91489
2.44478015,1.1865,2147994.91939
2.47884760,1.2817,2954578.74046
2.49535397,1.5080,5236131.01258
2.44956086,0.2759,162598.76784
2.47460896,1.9588,13380527.53980
2.47389022,0.1321,109361.67087
2.43673230,0.5557,374054.34684
2.50305643,0.9830,1482261.44456
2.48384738,1.7092,8008621.72645
2.45808078,1.4527,4226313.35565
2.48043355,1.4914,4870299.81375
2.50827782,1.2359,2839278.31163
2.46502950,0.6932,607060.33390
2.45429163,1.3466,3256902.61905
2.41806599,0.3416,181635.86946
2.41871546,0.7562,636555.84258
2.43629569,1.5354,4868751.54499
2.47599650,1.6809,7396028.54484
2.46841052,1.2551,2699487.47448
2.42814438,0.2251,128178.01568
2.46821501,0.4775,324916.29973
2.47783354,0.1162,105013.44849
2.43988470,1.1359,1867167.81848
2.47666841,0.9009,1112949.33238
2.48461083,0.4125,280028.45619
2.44851151,0.9645,1223300.25180
2.45294319,0.4906,322780.17870
2.46076361,1.7924,9128800.65164
2.43736584,1.6925,6965842.60092
2.47779089,0.2424,159831.09365
2.47104629,1.4488,4316820.91851
2.43637993,1.9069,11072521.38299
2.49780935,0.5870,491330.86421
2.47358588,1.7134,7902830.81857
2.44696855,0.2576,151873.89201
2.42622574,1.5021,4403049.01035
2.45591244,0.4341,273962.21490
2.43863446,1.5627,5211972.84128
2.48316069,1.5188,5219453.32054
2.46588533,1.9961,14197642.69755
2.42242563,1.7901,8357240.08240
2.49744337,1.7967,9971045.55153
2.42364149,0.5496,353113.91455
2.49133502,0.8107,907065.51320
2.44158771,1.7858,8632340.79007
2.43933871,1.7360,7703069.59760
2.47943036,0.4089,272542.15478
2.49862992,0.3667,253777.47017
2.48017444,0.4040,269061.94677
2.48945273,0.0957,101885.25373
2.49815810,1.5386,5650587.97083
2.47154476,0.5306,385072.05461
2.49950979,0.2960,203715.12297
2.45087608,0.9123,1070754.53674
2.44569073,1.3289,3056823.93211
2.49570464,1.8441,10991170.65608
2.42224690,1.7078,6968647.71209
2.47737651,1.8562,10846722.42782
2.42395071,1.8593,9740623.51326
2.49242104,1.8704,11540098.70529
2.46364369,1.6951,7426278.82079
2.51082482,1.2148,2713498.79884
2.45432121,0.7316,656708.96012
2.46497592,0.4161,266493.27840
2.46988709,0.7513,725207.16466
2.47885361,1.0268,1559637.57408
2.44660368,1.9137,11478885.05271
2.43568949,0.2113,125530.56620
2.46310163,1.9423,12620920.73775
2.43775467,1.6787,6760864.71775
2.42507288,1.3410,2994434.76897
2.48637119,0.1392,116833.71385
2.46768068,0.4506,298844.14542
2.47718444,0.4594,316020.58842
2.50390374,1.9940,15288127.18632
2.49090506,1.1438,2166508.18115
2.44686560,0.5710,403525.03384
2.48912181,0.9047,1162391.65279
2.48045586,0.3398,220337.13594
2.51584496,1.1477,2328178.38293
2.45341149,1.4413,4070060.69703
2.42996648,0.0049,60209.93153
2.45473356,0.1758,118798.90025
