# Polynomial: y = 3.0782x^0 + 0.6796x^1 + 8.9100x^2 + 3.0626x^3 + 8.3220x^4 + 3.8820x^5 + 6.4175x^6 + 8.7604x^7 + 7.8153x^8
x_base,nonce,f(x_base+nonce)
2.47718486,47.9180,332468964911712.87500
2.45987677,62.2751,2452436718364553.50000
2.48124243,47.6071,316658853940354.75000
2.43446471,71.1892,6850350741224717.00000
2.47529603,80.2678,17405860645566142.00000
2.45581193,73.5129,8799265206925677.00000
2.42058107,10.1226,5242931202.35150
2.46088696,24.8637,2531070509516.49219
2.46542061,13.3087,32189602414.15149
2.49231996,10.3165,6188097783.20523
2.48433920,58.1054,1446091723680588.00000
2.44624969,69.8395,5917221668569976.00000
2.51308150,3.0071,8317001.90343
2.44342184,61.5590,2239461693131085.50000
2.48625800,86.0398,29855509213502452.00000
2.42981116,23.6910,1768481662350.81738
2.46702806,43.9167,171555810581526.50000
2.48880296,60.7925,2045798351639342.25000
2.48427763,32.0250,16240912155696.01758
2.47767284,84.8205,26703879489791424.00000
2.45075127,74.6195,9871212485549584.00000
2.47134917,45.5821,227462271347444.50000
2.43819323,54.1101,833559905494705.37500
2.46424243,46.9272,283171880967566.37500
2.43428731,58.3436,1482323375784383.75000
2.44277591,5.8553,201720723.36815
2.48432212,97.0631,76222737570318928.00000
2.44200069,39.7980,81340952411516.40625
2.49555166,66.3471,4007702915664512.50000
2.42756862,58.6762,1546960312128978.25000
2.46484437,6.9585,548599178.48329
2.43997088,5.6654,167716930.22582
2.50042591,58.6940,1565374478201139.00000
2.45325090,14.4015,54439038372.52589
2.48457099,58.3055,1484696725562356.75000
2.46094431,18.5953,318643764369.49847
2.46993486,28.2386,6411520629666.22461
2.47169822,54.3315,864020897777346.25000
2.48764004,67.4143,4527317364209294.00000
2.44005589,22.4133,1190559803119.92017
2.45258712,42.5925,135823195011275.92188
2.46315188,64.9026,3370574346397173.50000
2.48590060,35.2839,33346588884805.80469
2.45851822,8.5574,1879449777.17647
2.48130916,15.3145,83775013950.93719
2.45338866,49.6289,432358711978002.25000
2.47960622,41.2622,107471353603133.26562
2.50560712,67.0440,4348305109435217.50000
2.46584451,85.9212,29483093949398372.00000
2.45293789,83.9873,24678361558903268.00000
2.46654651,41.5368,112703654328119.00000
2.44931752,38.9594,69420135030119.50000
2.46972409,62.5230,2531475785176760.00000
2.46173220,5.7290,182103807.76788
2.47746680,58.6077,1543205464896125.50000
2.46743489,58.5370,1527001675700573.50000
2.44558227,46.4107,259602282259912.62500
2.45881261,21.3331,841380303464.02173
2.45382349,58.2645,1470768216548307.50000
2.49370075,59.5559,1748739036862361.25000
2.46329945,59.8271,1803646827969911.75000
2.43793174,84.1501,25017389231620900.00000
2.48236980,85.0768,27348248691199116.00000
2.48917248,35.3316,33706953922243.32812
2.44514355,24.7642,2447351469389.53369
2.50187961,90.7814,45352832808516648.00000
2.47711328,12.8654,25835381335.24549
2.43238740,49.8931,448731192084352.37500
2.44515664,3.1625,9399500.57708
2.46658039,28.9661,7719163963456.09082
2.45105758,71.0218,6739108426584161.00000
2.44027514,42.8415,141620172021569.09375
2.45802999,30.5617,11427588214896.04883
2.46447235,50.4420,490058131136919.87500
2.44516161,34.8435,30107597415937.14062
2.43079124,97.3453,77632762850127952.00000
2.46870254,47.2314,297600109252726.50000
2.45837328,87.4832,33888506979612840.00000
2.50196142,14.6055,61260504370.15099
2.44727667,47.4259,305968580054685.31250
2.46842472,66.2601,3954966197348105.50000
2.47298721,45.4311,221883605976223.06250
2.50432035,78.5094,14704020544062306.00000
2.44707554,93.9344,58878151635292824.00000
2.47330724,2.7362,5301744.45202
2.49182081,75.4227,10768489354947866.00000
2.47145774,89.0128,38819320222101760.00000
2.50715209,62.8968,2662198556339405.50000
2.49171620,96.6145,73565367404586512.00000
2.49462248,33.4586,22514062427363.78125
2.46697369,52.0037,618319853269168.75000
2.46686943,18.6284,323366671227.88605
2.49816778,6.7950,491675408.25650
2.44592104,4.5784,54572187.54204
2.47222045,67.9144,4784095285979552.00000
2.46193421,65.5900,3654611102085787.00000
2.47088192,73.7789,9062612750199302.00000
2.44412619,99.4893,92100611269521552.00000
2.44493798,83.4766,23520100230626032.00000
2.45874022,5.2494,113042839.42063
2.46573477,50.8547,521500478299966.87500
2.48197427,36.6727,44432708497621.11719
2.43832748,90.8774,45479000898517920.00000
2.43150453,11.6102,12806016891.98054
2.45232204,86.1554,30076199838895444.00000
2.44936230,5.0388,90074637.62306
2.50965487,32.8718,19814254685977.84375
2.43792169,8.5373,1825328355.57343
2.51171988,5.0984,102243245.18563
2.47120226,63.3161,2789340479023795.50000
2.45950071,79.9954,16927538111506206.00000
2.49465797,93.0899,55099765790323616.00000
2.43550898,17.8341,235469051731.53452
2.46638165,2.5685,4069064.50059
2.46557108,7.0186,577118253.89526
2.49461179,42.6595,138467109943503.71875
2.43950003,30.3134,10712378454277.14648
2.44018528,84.0854,24873647947725116.00000
2.48029912,95.4165,66692205291123352.00000
2.48908106,63.3531,2807969444404367.50000
