# Polynomial: y = 4.7083x^0 + 9.0708x^1 + 0.6565x^2 + 6.0029x^3 + 5.9833x^4 + 4.5638x^5 + 2.3544x^6 + 6.7907x^7 + 1.9423x^8 + 1.3823x^9 + 6.8982x^10
x_base,nonce,f(x_base+nonce)
2.42825567,0.1019,89275.35778
2.42210242,3.5877,443493012.55394
2.47590529,8.7473,223280405414.18723
2.46890319,7.3194,57059036050.40784
2.45414411,7.7236,84195263855.70988
2.46382951,7.7222,84881294118.49046
2.45652887,4.4121,1674153214.02196
2.45990633,5.6576,8834431496.98568
2.43996478,7.1317,45646897991.48402
2.45567593,9.2029,326399502426.43372
2.47167459,0.9513,1693459.53461
2.45090283,0.1885,134228.14099
2.41895108,5.0137,3672368301.02135
2.46156424,5.7346,9725249218.33984
2.50042829,8.2552,146048240434.08441
2.46502338,7.1218,46372787142.59136
2.45218564,8.4201,162640492875.37683
2.48055744,0.4500,370599.66356
2.41800449,2.7274,94890980.91820
2.47311120,3.6186,507366144.26012
2.44973046,2.8118,118409370.83744
2.51524858,4.5986,2373621845.83561
2.49013407,0.2015,162245.35850
2.50046567,7.0050,42595236350.76019
2.48305875,7.1035,46360026403.37010
2.46612607,1.1084,2592170.89987
2.48979147,8.8715,252250493473.39438
2.43955061,1.8730,16507442.19865
2.42705403,1.4791,6211113.96486
2.46660716,3.1806,238984939.05527
2.48500244,4.5240,2047534504.47504
2.46047463,6.9349,37924699508.69454
2.43704093,5.8329,10633432073.34935
2.42197420,8.2457,134563464382.87840
2.48654370,3.6357,533218199.96840
2.49616972,1.7409,13863417.37408
2.44867335,9.4496,399884669775.04480
2.44433428,2.6830,91636692.64751
2.46829893,2.7319,105405333.05259
2.46567616,6.4223,21806226205.73987
2.50303761,1.1106,2885048.46650
2.46417310,1.1199,2661072.38503
2.46590687,1.6671,10843338.80089
2.46144388,2.1430,31558056.20532
2.43687879,4.7089,2481823030.88554
2.42855134,8.2151,131571356690.86453
2.42029464,5.7202,9086855335.66134
2.44990300,7.1269,45891794168.55689
2.45133625,3.0150,172977357.58607
2.42242817,7.6340,74705758411.88930
2.47595264,8.3500,155857610208.06183
2.46333740,9.8678,571202073154.14172
2.49440472,7.5043,70538139370.55807
2.47659076,8.7907,232185860025.50510
2.48915300,7.2265,52974212505.16340
2.45275384,7.4855,66399043739.62658
2.45381928,6.5852,25794339215.09154
2.45970009,9.3802,380735466499.85907
2.48060229,0.6289,660834.01468
2.44100161,5.2369,5073835824.13020
2.47319565,4.9341,3549525086.15655
2.44750424,3.4933,395410137.95104
2.49842823,3.6944,597580086.55632
2.47560165,3.2719,284649646.62065
2.46807485,1.1231,2713392.88024
2.50551075,5.2159,5367554987.35443
2.42504966,8.1541,123831457187.69383
2.51507661,3.8856,829757658.96014
2.49215145,3.0087,184131736.74845
2.47562080,6.6410,28088622453.28296
2.48460708,2.1916,36780778.11623
2.45032116,4.2103,1232866108.79509
2.50785760,5.0339,4245828297.52647
2.44627405,5.1481,4550183597.65475
2.48809544,3.9914,937160228.70342
2.49932988,7.8305,97617813047.12819
2.49760436,7.9454,108824246619.52853
2.43233433,6.7163,29087442853.56171
2.48219810,4.0527,1019979676.12470
2.47919887,9.1310,313135542614.64520
2.46389912,9.9775,624265194742.41248
2.43245646,1.1106,2376294.53080
2.44857650,7.8363,93462905696.93089
2.45438106,3.4922,399247716.90342
2.44907193,9.0616,287361691883.71045
2.47653854,0.4954,424864.66787
2.49975603,7.2042,52341732114.99230
2.51625904,0.7351,1022545.79338
2.45794638,5.2368,5185788439.24893
2.44729814,5.7628,9891225387.51735
2.48380777,3.5859,489441424.81357
2.46906981,4.2713,1387845257.05964
2.45034803,6.9354,37539088302.10322
2.46375172,3.8839,763878180.11756
2.48346761,0.2555,192098.32283
2.46346743,5.6440,8726193111.02351
2.43640142,1.7976,13764511.53300
2.50441409,0.9718,1970637.61364
2.47529001,6.4220,22035050779.11068
2.45450004,7.9099,100925317816.71550
2.49150598,7.9637,110099053645.66438
2.46620787,2.0432,25671299.55659
2.44560982,4.4628,1773179636.65372
2.46118015,4.4877,1879303300.25180
2.48685426,9.5317,442100672801.88232
2.46350799,4.3350,1511652565.94051
2.45799380,2.2002,35401422.89599
2.47078348,3.7265,601867925.81161
2.49130816,3.4582,401204981.53393
2.44164304,3.1097,201617831.20674
2.48125704,7.6024,76747541404.61752
2.49957243,7.7207,87770293063.51659
2.49688291,2.6944,103626042.79547
2.46951562,0.3757,277969.06891
