# Polynomial: y = 8.9842x^0 + 3.7594x^1 + 2.3540x^2 + 9.5207x^3 + 0.9956x^4 + 1.8525x^5 + 5.8368x^6 + 9.3303x^7 + 3.9525x^8 + 6.5340x^9 + 1.6523x^10
x_base,nonce,f(x_base+nonce)
2.44299786,0.6708,389075.68123
2.42420795,4.1714,431484491.40375
2.48266605,1.5411,4103559.62813
2.47278368,0.9004,807129.62962
2.50824599,2.1912,17466589.05595
2.45517684,0.0353,52433.97488
2.48045425,2.5261,31657087.89371
2.45911381,0.9961,1005913.90475
2.50491021,2.1624,16378382.02986
2.42949515,4.0159,346413151.40584
2.45539548,4.6945,932670556.39270
2.45248427,2.3165,20047061.96838
2.45414574,1.3593,2495471.99003
2.48652770,2.2982,20676878.80072
2.45442448,1.8064,6988731.29942
2.45206917,2.8983,59212564.45328
2.45000675,4.5367,747883206.79058
2.49351656,0.8643,774096.90079
2.45038840,0.7600,513742.45203
2.45604283,2.4402,25672499.60148
2.44198922,1.4566,3061238.21833
2.45425035,4.6729,904668479.32539
2.44832750,1.6877,5299119.03935
2.49184347,1.0778,1356859.62948
2.42194332,3.0943,79020583.30672
2.50268879,3.1850,105576737.39724
2.48161110,2.4260,26238288.53346
2.44700306,4.7054,935804924.16773
2.45820672,3.2089,102012770.61885
2.48719662,2.8958,62712512.23973
2.43866446,2.8958,57571031.84467
2.45332405,2.9926,69992786.26260
2.45746380,3.3708,133068600.65020
2.46623937,0.4096,189520.51339
2.45203270,0.6275,351884.30484
2.48144704,1.2196,1893016.15013
2.44238997,3.9970,343350405.70460
2.42860074,4.1330,410730887.57150
2.42995252,0.3852,156425.84663
2.46590510,2.4702,27706030.83609
2.48243416,0.9886,1048969.50966
2.48581562,1.0678,1301852.24095
2.47845002,1.9286,9574539.54689
2.47527038,0.2530,118080.00957
2.48508729,1.2589,2105667.27877
2.48303924,4.0513,394747264.72308
2.45328886,3.6158,195437691.48354
2.46773872,0.1220,74164.06580
2.47994130,3.5930,196619699.12297
2.47029642,4.4597,691838551.44231
2.48822741,0.7725,592051.35474
2.45412843,3.4462,149522977.42992
2.48400141,1.5980,4689414.79136
2.43492990,1.7948,6527707.71817
2.47515709,0.3938,185473.94088
2.42835260,4.1082,396023782.70635
2.46527293,0.2931,130279.27774
2.45567180,4.6380,864826941.62313
2.44990545,2.1098,13164087.62164
2.49655383,4.8455,1202222938.30422
2.45330332,3.4614,153016099.87383
2.43315649,1.9600,9296328.27402
2.47581087,4.0017,363213829.89578
2.49705594,1.7922,7435692.83897
2.45988609,1.4968,3510967.10346
2.48730414,0.9483,954757.25641
2.50102534,3.9375,342911441.33100
2.48708996,4.0446,393224204.49495
2.47000279,4.0854,407046714.84241
2.47682699,3.6755,222453597.68501
2.51622979,3.7141,250771476.17496
2.48981830,3.4757,165960527.77194
2.47155017,4.0133,367154630.13291
2.47230270,1.3823,2755984.13442
2.47344479,2.4960,29516861.76094
2.44659100,2.8942,58219028.30463
2.44374441,2.3462,20889466.33438
2.50005952,2.3359,22851563.67271
2.49257128,1.8652,8620310.76404
2.49525794,3.3041,126940040.19186
2.50388989,3.3134,130711280.88342
2.45766868,3.2651,111910037.12494
2.48364377,1.6497,5267226.21625
2.48779562,2.1433,15225460.09452
2.47690150,4.7903,1089857924.16609
2.44623223,0.7164,448207.87830
2.45466247,4.9144,1245257284.74600
2.45369374,1.2581,1944338.65521
2.45455339,3.5114,166075488.56328
2.42570535,2.9068,57371689.66045
2.46177527,4.5802,806398966.00096
2.50036982,3.6283,214453040.50961
2.51659171,3.3660,145311867.81921
2.43158581,4.6069,802586192.64209
2.49557665,2.1617,16051340.36059
2.48774746,4.5331,783560578.87252
2.46925168,4.3971,633462992.27239
2.49346875,2.3858,24848129.33790
2.49578257,0.8531,755457.16713
2.50797709,4.1060,443082678.20941
2.45976579,1.1177,1384458.06838
2.51700163,4.9795,1467607898.89243
2.50079382,2.0029,11726475.81344
2.45965765,3.6222,199380120.80064
2.43004514,0.5190,237762.26439
2.48594766,4.9291,1321725861.11896
2.45937238,2.8047,50786359.63534
2.49940902,1.8308,8124754.88298
2.45266221,1.3054,2179909.13772
2.48636402,4.1816,478811121.06614
2.47915705,1.0153,1115766.12145
2.49894601,3.6744,229786130.30397
2.50957922,4.5472,822756413.54584
2.49741484,4.4943,753023519.39775
2.45071092,0.1130,67795.08378
2.42406644,2.7154,40516811.30188
2.46689543,4.9061,1251638135.34202
2.49397633,1.4171,3153270.47047
2.47441924,2.5714,34072711.40150
2.50048363,0.2440,124516.02977
2.50327545,1.7441,6785851.10240
2.50700744,3.6979,241205170.60014
2.45281804,1.9178,8860447.41577
2.43721810,1.9514,9207038.25022
2.42449720,2.0910,12017099.12015
