# Polynomial: y = 2.1830x^0 + 9.8806x^1 + 7.6321x^2 + 1.1482x^3 + 2.0885x^4 + 9.3810x^5 + 2.2902x^6 + 9.8123x^7 + 0.3617x^8 + 8.2311x^9 + 4.9310x^10
x_base,nonce,f(x_base+nonce)
2.43073593,1.2713,3578512.19925
2.50265649,3.7036,534992108.47774
2.47971659,3.6773,494957341.24636
2.46111265,3.5641,400712424.08853
2.44828393,3.0448,162711312.29940
2.44447475,0.8084,1038543.93233
2.41765731,2.1968,29947032.29566
2.48783691,3.1697,216865813.70695
2.48460030,2.4478,57134331.82932
2.46530593,0.8827,1367183.77961
2.49477768,1.7867,14513829.33149
2.46305596,3.4068,310568181.97549
2.47885843,1.4787,6797211.47350
2.48283648,3.9055,709617219.49749
2.49817271,1.7683,14030002.03842
2.43700138,2.8967,122172616.35107
2.45277026,1.8351,14724479.12043
2.46506692,1.1503,2851157.80998
2.50283456,2.9308,146357863.62547
2.44654815,1.9903,20482960.66139
2.48477666,3.6006,441516783.84783
2.44319535,0.6044,558743.98534
2.46291932,1.7979,13851512.01631
2.47633866,0.5272,486673.39503
2.43866220,0.2959,200644.91562
2.44512358,1.7968,13269670.51143
2.45464986,1.7349,11770187.75859
2.50758716,1.3311,5068902.45795
2.49083077,3.2596,254167074.71403
2.50009689,1.3075,4687778.65802
2.47233933,3.6027,434250322.47831
2.48590508,3.7725,580548075.14262
2.45898946,1.4431,5933840.61141
2.43739316,3.5609,383580293.47929
2.44763645,0.0047,72398.01622
2.49877778,3.9799,814008553.80112
2.47926939,3.5911,431003101.08312
2.45841683,1.2487,3625928.49412
2.42200941,0.5061,382503.21256
2.47221800,0.5146,461595.46543
2.42948378,2.3658,43463055.10853
2.48841411,3.5540,412017310.72659
2.45496249,2.4869,58207023.43010
2.45319789,2.4921,58600944.74307
2.47194781,0.9122,1514797.23497
2.46164323,2.3469,44642535.69012
2.45724510,0.8482,1210060.38336
2.49517385,0.2673,220768.51581
2.49100399,1.2541,3998760.59416
2.45109877,1.2177,3281866.18733
2.45394571,1.7565,12349100.86933
2.48132198,1.6291,9792787.21350
2.45453067,2.1647,30248382.67619
