# Polynomial: y = 7.6409x^0 + 9.8113x^1 + 2.6032x^2 + 8.6263x^3 + 5.2164x^4 + 8.2503x^5 + 5.0405x^6 + 1.0747x^7 + 0.2770x^8
x_base,nonce,f(x_base+nonce)
2.50756279,99.4951,3375415153414364.50000
2.50379504,94.3125,2228205150549773.00000
2.46896269,84.3707,938054424950256.87500
2.46710825,38.6552,2504236686646.00732
2.43281199,92.4368,1895664389779656.25000
2.45824586,40.9451,3835556196192.09375
2.45840189,58.7558,58346940476870.03125
2.45061524,84.0525,909530165550494.75000
2.46477560,22.6777,52416793905.16865
2.45653836,60.3939,71926692279215.23438
2.48215759,60.6439,74467396155718.09375
2.51418236,47.9135,12560090032482.17969
2.48843697,88.1252,1315754937499879.75000
2.47481734,75.1556,384758993436162.12500
2.46903238,31.5322,559440055020.46692
2.45553529,41.5756,4296389304338.88184
2.47613644,39.9672,3214408909176.71045
2.47474374,69.7525,216910140932458.06250
2.44371677,77.8177,501451398494041.50000
2.44754890,23.9537,76808645591.09123
2.43197025,9.9233,218095106.08805
2.50379081,71.1173,252473574288946.62500
2.47058973,57.0754,46866063590063.57812
2.49245542,0.9661,25917.33321
2.47327337,74.6844,366529098426686.43750
2.44977564,41.5032,4236495657714.63672
2.45679661,47.7513,12133660954797.39062
2.42353443,96.6871,2684755575835163.00000
2.50011563,63.1880,102109356283171.85938
2.42494620,59.0286,60181057956075.03125
2.46575002,40.0004,3228079537463.16064
2.48780512,71.1514,252967453093913.75000
2.47256268,8.0210,63635856.90952
2.46940480,10.4861,312692216.48243
2.48249193,47.6309,11953693798149.47461
2.51640976,73.1839,314996824865024.37500
2.47218190,78.4301,534174595290451.43750
2.50171358,40.5882,3622124128295.92188
2.48618774,55.6443,38727557686522.35938
2.51374922,85.2502,1020458878749767.62500
2.50413072,51.9121,22949715687248.62891
2.48986537,98.1057,3022101419157295.50000
2.43957390,92.9106,1973430559887615.00000
2.43220333,57.5150,49429229409008.10156
2.45732599,73.4311,321270070868528.87500
2.45124927,54.7365,34019925278708.23828
2.47247775,34.8016,1153686172092.48022
2.45049094,57.7455,51079509391259.15625
2.49284983,70.0147,223686930864557.65625
2.48916142,4.2236,2389177.53429
2.47979555,53.4927,28694928403209.92188
2.45167840,46.1646,9403052540102.24609
2.50029536,19.2673,17028931459.21065
2.43152210,60.1588,69598806467143.60156
2.46435228,62.8318,97372905329288.75000
2.43491841,10.5278,314018919.04134
2.46862717,1.2070,38393.83512
2.47782410,96.2104,2595028094459677.00000
2.49942472,45.9366,9130735662040.00195
2.46080922,35.7203,1394451761372.36792
2.47741013,14.7860,2822893095.62952
2.45185777,32.9084,761624130738.17175
2.45811142,64.3558,116853001541136.89062
2.44623378,34.8100,1149340227743.57397
2.42542247,99.2477,3289582310786894.00000
2.44846904,34.0879,985536144754.40186
2.49507220,57.8957,52405002170177.99219
2.42615010,42.7396,5253235503042.81055
2.46863467,94.3966,2237183997953614.75000
2.49436548,29.5739,353050332853.93384
2.46963648,67.8681,175732291174922.75000
2.44400971,21.5988,36961402774.18510
2.43790770,96.0240,2548042844085212.00000
2.46907539,49.0790,14946536207116.25391
2.51163651,96.5303,2669980665183216.00000
2.43859547,50.2454,17762163666835.17969
2.48476038,54.6275,33665618582643.16016
2.46808532,3.9321,1698851.92217
2.47871559,68.2682,184016035219507.75000
2.44063840,0.4217,7906.54089
2.47778565,2.0062,143351.64138
2.49413067,21.7096,38937431509.12074
2.51080282,32.0493,636031352357.99744
2.48095272,84.8700,982887227730892.00000
2.49817392,61.0080,78100076045482.65625
2.43283877,50.1251,17428382488284.11328
2.50145798,40.2089,3377635721616.37451
2.48654026,19.3233,17287870997.65985
2.46317562,19.9448,21342385332.13680
2.45342823,84.4181,940795333244250.37500
2.47454151,71.8671,272783114585897.81250
2.45847384,56.7877,45027367871361.72656
2.48234839,42.1856,4812649048341.73633
2.45302929,77.5702,489744388442334.56250
2.48189750,5.3031,6981184.60558
2.46279671,81.6622,728699494004841.00000
2.48264070,80.1204,630244042353647.00000
2.49870421,30.6953,463081164047.68658
2.44570110,67.2643,163657944389773.90625
2.50043647,29.7492,369054447762.95898
2.47152714,37.0237,1821011724345.61572
2.46818014,25.9909,138276688123.36005
2.45799755,30.4597,433616381843.77429
2.46502626,97.7579,2934138193280313.50000
2.49668149,3.5089,1081292.16129
2.46114776,48.4834,13615978729770.78711
2.46981284,70.6484,239095387033038.37500
2.49532051,64.0411,113055998327717.04688
2.46975804,2.3202,224423.76000
2.48115764,66.9670,158840126150919.18750
2.48905707,90.7568,1652371120486794.50000
2.46114527,53.5836,28989756829375.22266
2.44498218,89.0132,1416528438611103.25000
2.48475723,24.1268,81729788615.37044
2.50289336,11.3922,533168022.69724
2.50772829,23.6300,71009856383.60152
2.45619636,31.6483,572950895993.93652
2.48881839,46.5489,10067646733408.85938
2.47418315,57.9775,52825634181844.40625
2.45076434,32.0084,621555217595.69348
2.46232638,33.8834,945739471174.46814
2.47728196,45.5062,8477249925063.38086
2.41895102,66.4968,149425255762659.00000
2.46006464,37.1089,1848007089136.93140
2.50180964,8.3367,81123516.72157
2.44215127,48.5791,13779112908415.64844
2.45331093,50.4370,18320537605993.90625
2.46155453,28.9962,303552008734.76733
2.49396000,68.5957,191215784520220.25000
2.49837232,45.2437,8145686025422.65234
2.42304476,39.8271,3100658580094.84277
2.46156529,53.7175,29544926439622.77734
2.45430427,28.1068,241871752894.07050
2.50250405,47.3468,11464127990802.12891
2.46447825,1.9613,131260.97313
2.47761002,69.9705,222234615845249.50000
2.44996564,35.0595,1212376733284.57031
2.43364406,61.0150,77540513329419.46875
2.46826098,63.9410,111352414035318.73438
2.48042239,3.1798,712640.74231
2.45916202,33.1687,808215203363.88354
2.45547710,11.6387,594378885.64704
2.46916171,8.2517,74737207.44366
2.46128900,40.6992,3669253337606.02783
2.45012889,29.2517,322558863829.34283
2.45500135,22.9486,56826236322.28822
2.48327407,26.3408,152808499534.39908
2.44100455,39.8489,3123776608481.70020
2.45110709,86.8858,1175317625973090.75000
2.44182058,41.1399,3961869128394.51318
2.46712333,80.4386,648839584737211.25000
2.51238225,63.0696,100807361919175.46875
2.47723109,33.9631,965308771641.34814
2.47112131,16.8332,6699576901.95757
2.45315231,52.7355,25661000302250.57031
2.46855007,29.3935,335594863254.10333
2.47292779,64.7598,122795135141971.71875
2.43951605,93.9651,2153914956055934.00000
2.48606854,11.6960,623304980.48188
2.45988560,31.4510,547848841627.95941
2.47450493,31.1673,514562365808.88892
2.47716195,33.8206,935951189790.66016
2.48370928,88.4714,1355718162259808.25000
2.47677326,20.5733,26599374909.45961
2.49747379,24.4378,89844353661.79259
2.47104541,47.6048,11882993510764.40820
2.47596396,38.7949,2576548472302.89502
2.45162297,51.6961,22067821143916.57422
2.47695935,71.6603,266882102924600.15625
2.47790319,29.0866,311740678050.47156
2.46968906,9.1716,138987783.35891
2.50288371,46.3607,9788221193791.18359
2.50105401,66.4629,150257064024454.37500
2.44709354,12.5125,937917984.00901
2.47577301,92.9110,1979465913940854.00000
2.45886067,49.5403,16013996582907.87695
2.48744708,19.2563,16884258718.98178
2.48989168,75.0884,382710770201237.75000
2.42373765,6.8216,24741819.82333
2.45251770,10.0211,234451650.38613
2.44009082,18.4040,12154773443.83386
2.45429593,41.1800,3999787302672.94287
2.48196678,60.6533,74553626648502.50000
2.44071257,50.3211,17970993767008.52344
2.46417976,14.8637,2905283360.39560
2.48724226,42.1378,4776235056462.25586
2.50397488,27.3957,203696021079.28064
2.43246595,11.0621,426519424.22382
2.44445699,17.3684,8196398944.40165
2.46049076,0.1963,5030.19330
2.46488086,46.6647,10217847404344.78125
2.49946610,75.6612,406146013266504.25000
2.49292236,32.6954,732945472279.61548
2.47393890,25.5647,123049109041.72180
2.50015171,60.6804,74978925805921.54688
2.47605886,72.6022,295009351682922.75000
2.49187706,52.8345,26172788209057.99219
2.44502410,34.0408,974844684444.69775
2.47277659,7.4355,41423445.22737
2.49665319,4.1694,2272516.06083
2.44338237,13.0918,1253097690.53122
2.45518244,44.5347,7184203123532.74023
2.44964334,38.6291,2483370493314.35303
2.46909630,94.6662,2287303323391575.50000
2.47923198,59.7908,66823169082949.42969
2.45070532,97.9399,2973438380428946.50000
2.48252974,4.5071,3194942.77130
2.46355641,76.8398,455803076558462.43750
2.49815971,38.7384,2559690069856.49072
2.42281802,92.1285,1845645564922181.25000
2.48588430,55.5460,38209857424460.93750
2.50599325,80.2085,637036233010096.75000
2.47105360,96.9062,2742777419821339.50000
2.46031095,99.1348,3269545096181579.00000
2.47971617,34.7170,1134947983322.86743
2.47120736,99.8643,3464091586601277.50000
2.43793575,81.0274,684487390007974.00000
2.48565859,97.2183,2815368986999030.50000
2.44319316,72.6242,294670321785706.31250
2.49942741,8.6966,103562898.32467
2.47934511,2.3053,222729.49763
2.44322925,14.6920,2665139702.31692
2.46570434,15.3047,3529924368.89980
2.50927169,4.1603,2281126.49307
2.44956455,31.1697,511856158436.94714
2.48150186,16.9015,6914191426.03472
2.51119000,15.6203,4123765621.12935
2.45917471,46.1745,9429706084609.81445
2.47948424,85.6546,1055193056422588.62500
2.47709587,24.2763,85202607494.27722
2.44686367,36.2578,1552552309232.87134
2.47217239,88.9572,1412982648023858.00000
2.48533904,89.0907,1431114984847939.25000
2.48123019,15.0284,3149002793.65053
2.51197475,9.2295,148285248.41225
2.44853374,39.8555,3132028169996.92920
2.44416461,10.9247,397154804.06930
2.47145382,89.4065,1469082687001624.50000
2.47960348,71.0334,249544119967856.59375
2.49479491,25.4945,121362096147.59349
2.48577802,42.3201,4931359826193.64551
2.44764066,28.2071,247752749310.41501
2.48870734,95.5161,2455409530279985.50000
2.43733421,4.9380,4711280.14341
2.43057176,78.7187,547276176971329.18750
2.47436522,96.1117,2573725988010745.00000
2.41920060,97.6522,2899015723451052.50000
2.47246887,1.0977,31795.43772
2.45348924,17.4569,8514738601.90693
2.43802552,21.2501,32913231604.97538
2.48930370,12.9585,1199976866.68439
2.46958952,99.5031,3367528058059294.00000
2.45263512,93.3681,2052269100169374.00000
2.50290270,52.6777,25631360611150.32422
2.50231776,94.9023,2338261014067447.00000
2.44487200,85.3860,1026663901947786.50000
2.47119790,61.9352,87328251569106.26562
2.49896122,34.9859,1206122105939.53394
2.47350663,70.5581,236855127480611.00000
2.47641544,33.4525,863594785297.81372
2.43539850,13.8103,1767325099.92517
2.43730018,39.1311,2726893946371.82178
2.50688724,69.7989,218790672932857.34375
2.43959062,12.6812,1018261190.78030
2.44600107,53.3870,28133110754141.83594
2.46666206,57.0297,46557247095132.28906
2.43527748,61.4515,81891849781221.84375
2.46925317,43.1138,5649373487980.90723
2.45459982,60.5785,73601858321671.31250
2.48062792,65.8192,139145863000641.07812
2.44360363,44.7315,7411233618868.17285
2.43947329,34.6143,1101024774113.66968
2.43970376,92.9917,1986847572984398.75000
2.48983664,64.7937,123533684504314.04688
2.44540952,55.9298,40039036636351.79688
2.45478454,12.4000,888710320.76968
2.45788243,82.2858,772415953985795.87500
2.47953880,79.8380,613133124905108.37500
2.50000870,65.2288,130174213330505.76562
2.50565468,48.4149,13565298153331.71289
2.47871463,46.5364,10030985817843.75000
2.46369722,73.3054,317278183236916.12500
2.49756505,59.2478,62485400361477.66406
